pathway_id,pathway_name,source,n_genes,mean_AD,mean_Control,diff,p_value,effect_size,abs_effect,direction,q_value,significant_fdr,significant,neg_log10_p
GO:1902495,transmembrane transporter complex,GO:CC,6,-0.0221,-0.0184,-0.0037,0.8125404518483827,0.04,0.04,↓ in AD,0.9781537923525117,False,False,0.0901550087155846
GO:0050906,detection of stimulus involved in sensory perception,GO:BP,4,-0.0171,-0.0153,-0.0018,0.8125404518483827,-0.04,0.04,↓ in AD,0.9781537923525117,False,False,0.0901550087155846
REAC:R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,REAC,4,-0.0164,-0.0282,0.0118,0.8232850876614246,0.035,0.035,↑ in AD,0.9847972420880908,False,False,0.08444975098591542
REAC:R-HSA-390466,Chaperonin-mediated protein folding,REAC,3,-0.2685,-0.2583,-0.0102,0.8258749358251979,-0.055,0.055,↓ in AD,0.9847972420880908,False,False,0.08308571393057712
REAC:R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,REAC,4,-0.3454,-0.3704,0.025,0.8258749358251979,-0.055,0.055,↑ in AD,0.9847972420880908,False,False,0.08308571393057712
WP:WP4136,Fibrin complement receptor 3 signaling,WP,4,-0.2353,-0.2251,-0.0102,0.8430657149277024,0.05,0.05,↓ in AD,0.9896858392629551,False,False,0.07413857185431645
GO:0048839,inner ear development,GO:BP,4,0.1586,0.1656,-0.007,0.8430657149277024,0.05,0.05,↓ in AD,0.9896858392629551,False,False,0.07413857185431645
GO:0005929,cilium,GO:CC,12,-0.0387,-0.0344,-0.0043,0.8430657149277024,-0.05,0.05,↓ in AD,0.9896858392629551,False,False,0.07413857185431645
GO:0005215,transporter activity,GO:MF,21,0.1754,0.1773,-0.0019,0.8430657149277024,0.05,0.05,↓ in AD,0.9896858392629551,False,False,0.07413857185431645
GO:1903532,positive regulation of secretion by cell,GO:BP,6,-0.21,-0.2164,0.0064,0.8430657149277024,0.05,0.05,↑ in AD,0.9896858392629551,False,False,0.07413857185431645
GO:0044325,transmembrane transporter binding,GO:MF,4,-0.458,-0.4408,-0.0172,0.8602354192885547,0.045,0.045,↓ in AD,1.0,False,False,0.06538267979530663
GO:0051301,cell division,GO:BP,8,-0.2866,-0.294,0.0074,0.8602969938114395,0.045,0.045,↑ in AD,1.0,False,False,0.06535159467848754
GO:0005179,hormone activity,GO:MF,4,0.3029,0.3076,-0.0047,0.8776259224779746,-0.04,0.04,↓ in AD,1.0,False,False,0.05669055746744271
REAC:R-HSA-173736,Alternative complement activation,REAC,3,0.3113,0.307,0.0043,0.8776259224779746,-0.04,0.04,↑ in AD,1.0,False,False,0.05669055746744271
GO:0030280,structural constituent of skin epidermis,GO:MF,4,-0.0688,-0.0733,0.0046,0.8820731046988906,0.03,0.03,↑ in AD,1.0,False,False,0.054495419798290055
GO:0010970,transport along microtubule,GO:BP,4,0.224,0.2429,-0.0188,0.8949865958317159,-0.035,0.035,↓ in AD,1.0,False,False,0.048183469041532874
GO:0030216,keratinocyte differentiation,GO:BP,6,-0.3459,-0.3702,0.0243,0.8949865958317159,-0.035,0.035,↑ in AD,1.0,False,False,0.048183469041532874
REAC:R-HSA-68886,M Phase,REAC,9,-0.334,-0.3704,0.0363,0.8949865958317159,0.035,0.035,↑ in AD,1.0,False,False,0.048183469041532874
GO:0005775,vacuolar lumen,GO:CC,4,0.0217,0.0097,0.012,0.9124210043205884,0.03,0.03,↑ in AD,1.0,False,False,0.03980472563614969
GO:0016525,negative regulation of angiogenesis,GO:BP,3,0.2442,0.2447,-0.0006,0.9124210043205884,0.03,0.03,↓ in AD,1.0,False,False,0.03980472563614969
REAC:R-HSA-174577,Activation of C3 and C5,REAC,6,0.3314,0.3332,-0.0018,0.9124210043205884,-0.03,0.03,↓ in AD,1.0,False,False,0.03980472563614969
GO:0009887,animal organ morphogenesis,GO:BP,17,0.0104,0.0038,0.0065,0.9124210043205884,-0.03,0.03,↑ in AD,1.0,False,False,0.03980472563614969
GO:0007584,response to nutrient,GO:BP,6,0.3026,0.3032,-0.0006,0.9124210043205884,0.03,0.03,↓ in AD,1.0,False,False,0.03980472563614969
WP:WP5104,Acquired partial lipodystrophy Barraquer Simons syndrome,WP,3,0.2292,0.2312,-0.002,0.9124210043205884,0.03,0.03,↓ in AD,1.0,False,False,0.03980472563614969
GO:0001775,cell activation,GO:BP,25,0.0949,0.0994,-0.0045,0.9124210043205884,0.03,0.03,↓ in AD,1.0,False,False,0.03980472563614969
GO:1902106,negative regulation of leukocyte differentiation,GO:BP,3,0.1076,0.1013,0.0063,0.9124210043205884,-0.03,0.03,↑ in AD,1.0,False,False,0.03980472563614969
GO:0016324,apical plasma membrane,GO:CC,4,-0.0491,-0.0201,-0.0289,0.919045842484748,-0.02,0.02,↓ in AD,1.0,False,False,0.03666282523889914
WP:WP5348,11p11 2 copy number variation syndrome ,WP,3,-0.2709,-0.2494,-0.0214,0.9298782196512396,0.025,0.025,↓ in AD,1.0,False,False,0.03157392456064589
GO:0035966,response to topologically incorrect protein,GO:BP,4,-0.0837,-0.0751,-0.0086,0.9473848301654796,0.02,0.02,↓ in AD,1.0,False,False,0.02347357361710723
GO:0071695,anatomical structure maturation,GO:BP,4,0.0895,0.1079,-0.0184,0.9473848301654796,-0.02,0.02,↓ in AD,1.0,False,False,0.02347357361710723
GO:0098581,detection of external biotic stimulus,GO:BP,4,0.3067,0.3063,0.0004,0.9473848301654796,-0.02,0.02,↑ in AD,1.0,False,False,0.02347357361710723
GO:0032102,negative regulation of response to external stimulus,GO:BP,24,0.1561,0.1572,-0.0011,0.9473848301654796,-0.02,0.02,↓ in AD,1.0,False,False,0.02347357361710723
GO:0004252,serine-type endopeptidase activity,GO:MF,38,0.2777,0.2782,-0.0004,0.9473848301654796,0.02,0.02,↓ in AD,1.0,False,False,0.02347357361710723
GO:0030246,carbohydrate binding,GO:MF,9,0.3697,0.3561,0.0136,0.9473848301654796,-0.02,0.02,↑ in AD,1.0,False,False,0.02347357361710723
GO:0006968,cellular defense response,GO:BP,3,-0.141,-0.1503,0.0093,0.9473848301654796,-0.02,0.02,↑ in AD,1.0,False,False,0.02347357361710723
GO:0031099,regeneration,GO:BP,6,0.1806,0.1746,0.006,0.9473848301654796,-0.02,0.02,↑ in AD,1.0,False,False,0.02347357361710723
REAC:R-HSA-1852241,Organelle biogenesis and maintenance,REAC,5,0.2329,0.2076,0.0253,0.9649051778670991,-0.015,0.015,↑ in AD,1.0,False,False,0.015515363083615981
GO:0038061,non-canonical NF-kappaB signal transduction,GO:BP,3,-0.0321,-0.0213,-0.0107,0.966307075684792,0.01,0.01,↓ in AD,1.0,False,False,0.014884840372050269
GO:0045921,positive regulation of exocytosis,GO:BP,3,-0.0275,-0.0244,-0.0031,0.966307075684792,0.01,0.01,↓ in AD,1.0,False,False,0.014884840372050269
GO:0098791,Golgi apparatus subcompartment,GO:CC,3,-0.023,-0.0282,0.0052,0.966307075684792,-0.01,0.01,↑ in AD,1.0,False,False,0.014884840372050269
GO:0003777,microtubule motor activity,GO:MF,4,-0.0299,-0.0239,-0.006,0.966307075684792,0.01,0.01,↓ in AD,1.0,False,False,0.014884840372050269
GO:0001669,acrosomal vesicle,GO:CC,3,-0.0191,-0.0115,-0.0076,0.966307075684792,0.01,0.01,↓ in AD,1.0,False,False,0.014884840372050269
GO:0030018,Z disc,GO:CC,3,-0.0272,-0.0108,-0.0164,0.966307075684792,0.01,0.01,↓ in AD,1.0,False,False,0.014884840372050269
GO:0010811,positive regulation of cell-substrate adhesion,GO:BP,5,0.1463,0.1272,0.0191,0.9824502949659324,0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
WP:WP5473,Cytokine cytokine receptor interaction,WP,3,0.0362,0.0355,0.0007,0.9824502949659324,-0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0010628,positive regulation of gene expression,GO:BP,35,0.0018,0.0059,-0.004,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
GO:0006979,response to oxidative stress,GO:BP,16,0.2525,0.2509,0.0016,0.9824502949659324,-0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0071621,granulocyte chemotaxis,GO:BP,3,-0.3627,-0.3356,-0.0271,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
REAC:R-HSA-168898,Toll-like Receptor Cascades,REAC,7,-0.1498,-0.1884,0.0385,0.9824502949659324,0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0032675,regulation of interleukin-6 production,GO:BP,3,-0.2144,-0.215,0.0006,0.9824502949659324,-0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0007417,central nervous system development,GO:BP,14,0.0782,0.0823,-0.0041,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
GO:0036094,small molecule binding,GO:MF,116,0.1413,0.1419,-0.0006,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
GO:0043232,intracellular membraneless organelle,GO:CC,60,0.0368,0.0385,-0.0017,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
GO:0002764,immune response-regulating signaling pathway,GO:BP,13,-0.2753,-0.2843,0.0089,0.9824502949659324,0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0032760,positive regulation of tumor necrosis factor production,GO:BP,5,-0.2247,-0.2353,0.0106,0.9824502949659324,-0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0050921,positive regulation of chemotaxis,GO:BP,6,-0.2008,-0.2123,0.0115,0.9824502949659324,-0.01,0.01,↑ in AD,1.0,False,False,0.007689412624875988
GO:0030212,hyaluronan metabolic process,GO:BP,5,-0.0743,-0.0695,-0.0048,0.9824502949659324,0.01,0.01,↓ in AD,1.0,False,False,0.007689412624875988
GO:0016779,nucleotidyltransferase activity,GO:MF,4,-0.0766,-0.0741,-0.0025,1.0,0.0,0.0,↓ in AD,1.0,False,False,-0.0
REAC:R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,REAC,3,-0.0009,0.0,-0.0009,1.0,0.0,0.0,↓ in AD,1.0,False,False,-0.0
GO:0061024,membrane organization,GO:BP,10,0.2374,0.2412,-0.0038,1.0,0.0,0.0,↓ in AD,1.0,False,False,-0.0
REAC:R-HSA-3299685,Detoxification of Reactive Oxygen Species,REAC,4,-0.3992,-0.4192,0.02,1.0,0.0,0.0,↑ in AD,1.0,False,False,-0.0
GO:0034237,protein kinase A regulatory subunit binding,GO:MF,3,0.0,-0.0222,0.0222,1.0,0.0,0.0,↑ in AD,1.0,False,False,-0.0
GO:0014069,postsynaptic density,GO:CC,4,-0.0255,-0.0282,0.0027,1.0,0.0,0.0,↑ in AD,1.0,False,False,-0.0
WP:WP2882,Nuclear receptors meta pathway,WP,7,0.2571,0.2606,-0.0035,1.0,0.0,0.0,↓ in AD,1.0,False,False,-0.0
GO:0048732,gland development,GO:BP,11,-0.3858,-0.3942,0.0084,1.0,0.0,0.0,↑ in AD,1.0,False,False,-0.0
KEGG:04380,Osteoclast differentiation,KEGG,3,-0.3581,-0.3683,0.0102,1.0,0.005,0.005,↑ in AD,1.0,False,False,-0.0
