,pathway_name,source,n_genes,mean_AD,mean_Ctrl,diff
GO:0072522,purine-containing compound biosynthetic process,GO:BP,7,0.15514681881509662,0.3424218035892269,-0.1872749847741303
GO:0006164,purine nucleotide biosynthetic process,GO:BP,7,0.15514681881509662,0.3424218035892269,-0.1872749847741303
GO:0046390,ribose phosphate biosynthetic process,GO:BP,7,0.15514681881509662,0.3424218035892269,-0.1872749847741303
GO:0009260,ribonucleotide biosynthetic process,GO:BP,7,0.15514681881509662,0.3424218035892269,-0.1872749847741303
GO:0009152,purine ribonucleotide biosynthetic process,GO:BP,7,0.15514681881509662,0.3424218035892269,-0.1872749847741303
GO:0009165,nucleotide biosynthetic process,GO:BP,8,0.15514681881509662,0.3306665899889516,-0.17551977117385498
GO:1901293,nucleoside phosphate biosynthetic process,GO:BP,9,0.15514681881509662,0.321890478314316,-0.16674365949921938
GO:0019731,antibacterial humoral response,GO:BP,3,-0.049358891656238,0.06885696659598535,-0.11821585825222336
GO:0001539,cilium or flagellum-dependent cell motility,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0030317,flagellated sperm motility,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0060294,cilium movement involved in cell motility,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0097722,sperm motility,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0003341,cilium movement,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0060285,cilium-dependent cell motility,GO:BP,6,0.016845562363469384,-0.09400730153798353,0.11085286390145292
GO:0050829,defense response to Gram-negative bacterium,GO:BP,3,-0.1936873663591228,-0.08321367294176985,-0.11047369341735294
GO:0009259,ribonucleotide metabolic process,GO:BP,13,0.04677671958528922,0.156617224389901,-0.10984050480461177
GO:0019693,ribose phosphate metabolic process,GO:BP,13,0.04677671958528922,0.156617224389901,-0.10984050480461177
KEGG:01240,Biosynthesis of cofactors,KEGG,3,0.2212618760744987,0.3306665899889516,-0.10940471391445289
GO:0009117,nucleotide metabolic process,GO:BP,14,0.04677671958528922,0.15409714941552294,-0.10732042983023371
GO:0006163,purine nucleotide metabolic process,GO:BP,12,0.049950752888746744,0.156617224389901,-0.10666647150115426
GO:0072521,purine-containing compound metabolic process,GO:BP,12,0.049950752888746744,0.156617224389901,-0.10666647150115426
GO:0009150,purine ribonucleotide metabolic process,GO:BP,12,0.049950752888746744,0.156617224389901,-0.10666647150115426
GO:0006753,nucleoside phosphate metabolic process,GO:BP,15,0.04677671958528922,0.1494731930948779,-0.10269647350958866
GO:0055086,nucleobase-containing small molecule metabolic process,GO:BP,15,0.04677671958528922,0.1494731930948779,-0.10269647350958866
GO:0051216,cartilage development,GO:BP,5,-0.3271679751772117,-0.22464866867646024,-0.10251930650075144
GO:0098660,inorganic ion transmembrane transport,GO:BP,6,-0.22970392482096708,-0.12863590350333273,-0.10106802131763434
GO:0034220,monoatomic ion transmembrane transport,GO:BP,8,-0.22890587907523838,-0.12863590350333273,-0.10026997557190565
GO:0022612,gland morphogenesis,GO:BP,4,-0.2792084277508331,-0.37873708008618595,0.09952865233535285
GO:0001889,liver development,GO:BP,4,-0.2798845145270757,-0.3791709976167704,0.09928648308969473
GO:0061008,hepaticobiliary system development,GO:BP,4,-0.2798845145270757,-0.3791709976167704,0.09928648308969473
GO:0005216,monoatomic ion channel activity,GO:MF,5,-0.22862944494334916,-0.13065308635351353,-0.09797635858983564
GO:0015267,channel activity,GO:MF,6,-0.22846325348358493,-0.13065308635351353,-0.0978101671300714
GO:0022803,passive transmembrane transporter activity,GO:MF,6,-0.22846325348358493,-0.13065308635351353,-0.0978101671300714
GO:0015075,monoatomic ion transmembrane transporter activity,GO:MF,7,-0.2272088942353656,-0.13065308635351353,-0.09655580788185208
GO:0015318,inorganic molecular entity transmembrane transporter activity,GO:MF,6,-0.22709473839922248,-0.13065308635351353,-0.09644165204570895
GO:0140098,"catalytic activity, acting on RNA",GO:MF,5,0.020840369579633887,-0.07343748507085021,0.0942778546504841
GO:0003724,RNA helicase activity,GO:MF,3,0.0,-0.09389338731443994,0.09389338731443994
GO:0008186,"ATP-dependent activity, acting on RNA",GO:MF,3,0.0,-0.09389338731443994,0.09389338731443994
GO:0048598,embryonic morphogenesis,GO:BP,6,0.17419594990921525,0.26695971449604505,-0.0927637645868298
GO:0004222,metalloendopeptidase activity,GO:MF,3,-0.36714088898107183,-0.27441640873131834,-0.0927244802497535
GO:0048705,skeletal system morphogenesis,GO:BP,3,0.2537586575206514,0.3424218035892269,-0.0886631460685755
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:BP,5,-0.36333406514060873,-0.4508771888397488,0.08754312369914008
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,GO:BP,5,-0.36333406514060873,-0.4508771888397488,0.08754312369914008
KEGG:00230,Purine metabolism,KEGG,5,-0.07052596667508677,0.013414634146341467,-0.08394060082142824
GO:0010742,macrophage derived foam cell differentiation,GO:BP,3,-0.0007146564907115703,-0.08358151244149023,0.08286685595077865
GO:0090077,foam cell differentiation,GO:BP,3,-0.0007146564907115703,-0.08358151244149023,0.08286685595077865
GO:0010743,regulation of macrophage derived foam cell differentiation,GO:BP,3,-0.0007146564907115703,-0.08358151244149023,0.08286685595077865
GO:0090407,organophosphate biosynthetic process,GO:BP,12,-0.061150267405657585,0.02170808086253807,-0.08285834826819566
GO:0009615,response to virus,GO:BP,6,-0.157461958761863,-0.2398381165131073,0.0823761577512443
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,GO:BP,6,-0.36609717691715055,-0.44460433730418025,0.0785071603870297
GO:0042098,T cell proliferation,GO:BP,3,-0.37006851374584293,-0.4484758846666755,0.07840737092083255
GO:0006396,RNA processing,GO:BP,7,0.02355792834025291,-0.053557347356991934,0.07711527569724484
GO:0006575,modified amino acid metabolic process,GO:BP,3,0.19926057589073648,0.2759086956056455,-0.07664811971490904
GO:0021537,telencephalon development,GO:BP,3,-0.11637460509341609,-0.19288696481784093,0.07651235972442484
REAC:R-HSA-8980692,RHOA GTPase cycle,REAC,4,-0.309107698071939,-0.38529347690953974,0.07618577883760075
GO:0004386,helicase activity,GO:MF,5,-0.01937086092715232,-0.09516349630914704,0.07579263538199472
GO:0120545,nucleic acid conformation isomerase activity,GO:MF,5,-0.01937086092715232,-0.09516349630914704,0.07579263538199472
GO:0052547,regulation of peptidase activity,GO:BP,4,-0.34914222197531636,-0.27374168744937843,-0.07540053452593792
GO:0010466,negative regulation of peptidase activity,GO:BP,4,-0.34914222197531636,-0.27374168744937843,-0.07540053452593792
REAC:R-HSA-15869,Metabolism of nucleotides,REAC,5,-0.06169683481278874,0.013414634146341467,-0.0751114689591302
GO:0002062,chondrocyte differentiation,GO:BP,3,-0.3271679751772117,-0.25330808449992637,-0.07385989067728532
GO:0042445,hormone metabolic process,GO:BP,6,-0.021321306260188893,-0.09512464506500165,0.07380333880481275
REAC:R-HSA-1640170,Cell Cycle,REAC,12,-0.2971063698177224,-0.3703681063118948,0.07326173649417239
REAC:R-HSA-8953854,Metabolism of RNA,REAC,6,0.017125658230518183,-0.0553574937943951,0.07248315202491329
REAC:R-HSA-9013026,RHOB GTPase cycle,REAC,3,-0.3128205953424362,-0.38529347690953974,0.07247288156710352
GO:0042579,microbody,GO:CC,3,0.27048535998880774,0.198102524195028,0.07238283579377974
GO:0005777,peroxisome,GO:CC,3,0.27048535998880774,0.198102524195028,0.07238283579377974
REAC:R-HSA-449147,Signaling by Interleukins,REAC,4,-0.2131046287163499,-0.14241496240029322,-0.07068966631605667
GO:0009743,response to carbohydrate,GO:BP,4,-0.3436117998533643,-0.4142451862738607,0.07063338642049638
GO:0034284,response to monosaccharide,GO:BP,4,-0.3436117998533643,-0.4142451862738607,0.07063338642049638
GO:0009746,response to hexose,GO:BP,4,-0.3436117998533643,-0.4142451862738607,0.07063338642049638
GO:0009749,response to glucose,GO:BP,4,-0.3436117998533643,-0.4142451862738607,0.07063338642049638
GO:0071331,cellular response to hexose stimulus,GO:BP,3,-0.3032352397038681,-0.37363531367705816,0.07040007397319004
GO:0071322,cellular response to carbohydrate stimulus,GO:BP,3,-0.3032352397038681,-0.37363531367705816,0.07040007397319004
GO:0071326,cellular response to monosaccharide stimulus,GO:BP,3,-0.3032352397038681,-0.37363531367705816,0.07040007397319004
GO:0071333,cellular response to glucose stimulus,GO:BP,3,-0.3032352397038681,-0.37363531367705816,0.07040007397319004
GO:0001776,leukocyte homeostasis,GO:BP,3,0.12824041297578917,0.19849760065119687,-0.0702571876754077
GO:0035265,organ growth,GO:BP,5,-0.06010857573505468,0.009756097560975611,-0.0698646732960303
GO:0009410,response to xenobiotic stimulus,GO:BP,10,-0.337163373340004,-0.4068595631390462,0.06969618979904219
GO:0031514,motile cilium,GO:CC,7,-0.3158311225148552,-0.3853965879987479,0.0695654654838927
GO:0006790,sulfur compound metabolic process,GO:BP,5,0.184196613965634,0.25223452418747494,-0.06803791022184094
GO:0007254,JNK cascade,GO:BP,3,-0.14857839833622255,-0.08098560940737995,-0.0675927889288426
GO:0046330,positive regulation of JNK cascade,GO:BP,3,-0.14857839833622255,-0.08098560940737995,-0.0675927889288426
GO:0046328,regulation of JNK cascade,GO:BP,3,-0.14857839833622255,-0.08098560940737995,-0.0675927889288426
GO:0002520,immune system development,GO:BP,4,-0.3809297692113772,-0.4484758846666755,0.06754611545529826
GO:0120254,olefinic compound metabolic process,GO:BP,6,-0.04345650398628333,-0.11074178706414253,0.06728528307785919
WP:WP5353,Macrophage stimulating protein MSP signaling,WP,3,-0.3313126476624163,-0.3975683516029722,0.06625570394055591
GO:0042446,hormone biosynthetic process,GO:BP,3,0.0,-0.06624452782989369,0.06624452782989369
REAC:R-HSA-211859,Biological oxidations,REAC,4,0.000465838509316771,-0.06563477173233272,0.06610061024164948
GO:2000351,regulation of endothelial cell apoptotic process,GO:BP,5,-0.397447829020573,-0.4633422183969193,0.06589438937634629
GO:0072577,endothelial cell apoptotic process,GO:BP,5,-0.397447829020573,-0.4633422183969193,0.06589438937634629
REAC:R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,REAC,3,-0.17293994610379151,-0.2387916845202212,0.06585173841642969
GO:0005506,iron ion binding,GO:MF,3,0.0,-0.06563477173233272,0.06563477173233272
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:MF,3,0.0,-0.06563477173233272,0.06563477173233272
WP:WP43,Oxidation by cytochrome P450,WP,3,0.0,-0.06563477173233272,0.06563477173233272
GO:0004497,monooxygenase activity,GO:MF,3,0.0,-0.06563477173233272,0.06563477173233272
REAC:R-HSA-211897,Cytochrome P450 - arranged by substrate type,REAC,3,0.0,-0.06563477173233272,0.06563477173233272
REAC:R-HSA-211945,Phase I - Functionalization of compounds,REAC,3,0.0,-0.06563477173233272,0.06563477173233272
GO:0010907,positive regulation of glucose metabolic process,GO:BP,3,-0.01090357096456984,0.05401098183194528,-0.06491455279651512
GO:0045927,positive regulation of growth,GO:BP,4,-0.05495222749758179,0.009756097560975611,-0.06470832505855739
GO:0048639,positive regulation of developmental growth,GO:BP,4,-0.05495222749758179,0.009756097560975611,-0.06470832505855739
KEGG:05144,Malaria,KEGG,3,-0.1920653335959604,-0.1273774346455586,-0.0646878989504018
REAC:R-HSA-5686938,Regulation of TLR by endogenous ligand,REAC,5,-0.1604955124166938,-0.22507894651225016,0.06458343409555636
GO:0034308,primary alcohol metabolic process,GO:BP,4,-0.021321306260188893,-0.0857812708181631,0.0644599645579742
GO:0009145,purine nucleoside triphosphate biosynthetic process,GO:BP,4,-0.06346564783035978,0.0,-0.06346564783035978
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,GO:BP,4,-0.06346564783035978,0.0,-0.06346564783035978
GO:0009201,ribonucleoside triphosphate biosynthetic process,GO:BP,4,-0.06346564783035978,0.0,-0.06346564783035978
GO:0009142,nucleoside triphosphate biosynthetic process,GO:BP,4,-0.06346564783035978,0.0,-0.06346564783035978
GO:0051147,regulation of muscle cell differentiation,GO:BP,5,-0.009104874531491789,0.05432010855183681,-0.0634249830833286
REAC:R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,REAC,3,0.1348781691700134,0.19830194680043606,-0.06342377763042265
GO:0005739,mitochondrion,GO:CC,21,0.05587902189811998,0.1192431034553417,-0.06336408155722172
GO:0030674,protein-macromolecule adaptor activity,GO:MF,11,-0.03472387520039042,0.028353321622676796,-0.06307719682306721
GO:0046620,regulation of organ growth,GO:BP,4,-0.052090385392318625,0.009756097560975611,-0.061846482953294236
WP:WP2525,Trans sulfuration one carbon metabolism and related pathways,WP,3,0.1791612922624825,0.2408715272863624,-0.0617102350238799
GO:0032200,telomere organization,GO:BP,6,-0.13769870814872678,-0.07748205026454612,-0.060216657884180666
GO:0000723,telomere maintenance,GO:BP,6,-0.13769870814872678,-0.07748205026454612,-0.060216657884180666
GO:0004181,metallocarboxypeptidase activity,GO:MF,3,-0.28384559491981076,-0.3439960185597054,0.060150423639894646
GO:0004180,carboxypeptidase activity,GO:MF,3,-0.28384559491981076,-0.3439960185597054,0.060150423639894646
GO:0008235,metalloexopeptidase activity,GO:MF,3,-0.28384559491981076,-0.3439960185597054,0.060150423639894646
REAC:R-HSA-216083,Integrin cell surface interactions,REAC,4,-0.2746189309164961,-0.3340115062131547,0.05939257529665859
GO:0010906,regulation of glucose metabolic process,GO:BP,6,-0.03591175662043415,0.022891691882927157,-0.058803448503361305
GO:0110020,regulation of actomyosin structure organization,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0051017,actin filament bundle assembly,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0061572,actin filament bundle organization,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0043149,stress fiber assembly,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0030038,contractile actin filament bundle assembly,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0032231,regulation of actin filament bundle assembly,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0051492,regulation of stress fiber assembly,GO:BP,3,-0.20512482059971285,-0.1468110846638516,-0.058313735935861255
GO:0060090,molecular adaptor activity,GO:MF,13,-0.03472387520039042,0.02319972302790591,-0.05792359822829633
GO:1903522,regulation of blood circulation,GO:BP,5,0.24887290134948753,0.19099885816625534,0.05787404318323219
KEGG:01100,Metabolic pathways,KEGG,24,-0.009210661294220827,0.04865293313626145,-0.05786359443048228
GO:0009792,embryo development ending in birth or egg hatching,GO:BP,7,0.1939986890023777,0.251505881531238,-0.057507192528860274
GO:0043009,chordate embryonic development,GO:BP,7,0.1939986890023777,0.251505881531238,-0.057507192528860274
WP:WP2005,miR targeted genes in muscle cell,WP,3,-0.40701247906315985,-0.46451960895344513,0.05750712989028528
KEGG:01232,Nucleotide metabolism,KEGG,3,-0.04393934574884321,0.013414634146341467,-0.057353979895184676
GO:0070661,leukocyte proliferation,GO:BP,6,-0.17895947329643053,-0.2361308300324104,0.05717135673597987
GO:0019229,regulation of vasoconstriction,GO:BP,3,0.2573197405226245,0.20032003202113957,0.05699970850148495
GO:0070663,regulation of leukocyte proliferation,GO:BP,5,-0.17145071928607777,-0.2283442655118595,0.056893546225781716
GO:0032206,positive regulation of telomere maintenance,GO:BP,3,-0.13335222521584628,-0.07658792085851017,-0.05676430435733611
GO:0016604,nuclear body,GO:CC,8,-0.0015379574447402374,0.054566895483094846,-0.05610485292783508
GO:0120544,polypeptide conformation or assembly isomerase activity,GO:MF,6,-0.31786787373630837,-0.37387477582260964,0.05600690208630127
GO:0003774,cytoskeletal motor activity,GO:MF,6,-0.31786787373630837,-0.37387477582260964,0.05600690208630127
WP:WP138,Androgen receptor signaling,WP,4,-0.0019876855353449683,0.05401098183194528,-0.05599866736729025
GO:0042310,vasoconstriction,GO:BP,5,-0.047482476686082506,-0.10342892403492066,0.05594644734883815
GO:0045786,negative regulation of cell cycle,GO:BP,4,-0.0019317090944726972,0.05401098183194528,-0.05594269092641798
GO:0010883,regulation of lipid storage,GO:BP,4,-0.060017689162078815,-0.11594563143957429,0.05592794227749547
GO:0010817,regulation of hormone levels,GO:BP,11,0.1449751523175865,0.08925940902172737,0.05571574329585914
GO:0009408,response to heat,GO:BP,3,-0.06877597711088163,-0.013068354970030208,-0.05570762214085142
GO:0071902,positive regulation of protein serine/threonine kinase activity,GO:BP,3,-0.06877597711088163,-0.013068354970030208,-0.05570762214085142
GO:0009266,response to temperature stimulus,GO:BP,3,-0.06877597711088163,-0.013068354970030208,-0.05570762214085142
GO:0072341,modified amino acid binding,GO:MF,3,-0.4104404404228478,-0.46610133556913624,0.05566089514628847
GO:0001786,phosphatidylserine binding,GO:MF,3,-0.4104404404228478,-0.46610133556913624,0.05566089514628847
GO:0051873,killing by host of symbiont cells,GO:BP,6,-0.09128876243786008,-0.03580353233177583,-0.05548523010608425
REAC:R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,REAC,4,-0.3384446677758842,-0.3938728676302611,0.05542819985437686
REAC:R-HSA-3371556,Cellular response to heat stress,REAC,3,-0.0012393180392504673,0.05401098183194528,-0.05525029987119575
REAC:R-HSA-3371453,Regulation of HSF1-mediated heat shock response,REAC,3,-0.0012393180392504673,0.05401098183194528,-0.05525029987119575
GO:0045892,negative regulation of DNA-templated transcription,GO:BP,8,-0.03248097480646373,0.022703876318151087,-0.05518485112461482
GO:0000122,negative regulation of transcription by RNA polymerase II,GO:BP,7,-0.032289583180091966,0.022703876318151087,-0.05499345949824305
GO:0051702,biological process involved in interaction with symbiont,GO:BP,7,-0.1035325595969967,-0.048587136562208276,-0.05494542303478842
KEGG:04310,Wnt signaling pathway,KEGG,3,-0.0008998801258689836,0.05401098183194528,-0.054910861957814264
GO:0002532,production of molecular mediator involved in inflammatory response,GO:BP,3,0.10654804015931518,0.05192689015901718,0.054621150000298005
GO:0032943,mononuclear cell proliferation,GO:BP,5,-0.18196658883718983,-0.2361308300324104,0.054164241195220564
GO:0019866,organelle inner membrane,GO:CC,5,-0.004331634476459498,0.04982275349866104,-0.05415438797512054
GO:0018205,peptidyl-lysine modification,GO:BP,3,-0.0005810142786790611,0.05351853165589231,-0.05409954593457137
GO:0032446,protein modification by small protein conjugation,GO:BP,7,-8.809553640763915e-05,0.053980146316389865,-0.0540682418527975
GO:0007249,canonical NF-kappaB signal transduction,GO:BP,7,4.416727046626153e-05,0.05401098183194528,-0.053966814561479025
GO:0032944,regulation of mononuclear cell proliferation,GO:BP,4,-0.17450128549088118,-0.2283442655118595,0.053842980020978315
GO:0051838,cytolysis by host of symbiont cells,GO:BP,4,-0.08938653408679559,-0.03580353233177583,-0.05358300175501976
WP:WP364,IL6 signaling,WP,3,-0.029029609116417027,-0.08259082804515941,0.05356121892874238
GO:0048609,multicellular organismal reproductive process,GO:BP,17,0.19880415111212046,0.25229765903973855,-0.05349350792761809
GO:0040029,epigenetic regulation of gene expression,GO:BP,6,-0.0467418659871294,0.006735669904295752,-0.05347753589142515
GO:0046395,carboxylic acid catabolic process,GO:BP,3,-0.006212121212121211,-0.0593904037789436,0.05317828256682239
GO:0016054,organic acid catabolic process,GO:BP,3,-0.006212121212121211,-0.0593904037789436,0.05317828256682239
KEGG:05206,MicroRNAs in cancer,KEGG,4,-0.06838752542685514,-0.01525814754968377,-0.05312937787717137
GO:0003006,developmental process involved in reproduction,GO:BP,18,0.19880415111212046,0.2519311526759957,-0.05312700156387523
GO:0006914,autophagy,GO:BP,7,-0.0007743149095003338,0.052289907970824404,-0.05306422288032474
GO:0061919,process utilizing autophagic mechanism,GO:BP,7,-0.0007743149095003338,0.052289907970824404,-0.05306422288032474
GO:0006816,calcium ion transport,GO:BP,5,-0.43776731496696764,-0.384789361031316,-0.052977953935651634
GO:0006457,protein folding,GO:BP,6,-0.1103555584836694,-0.05738060554179828,-0.05297495294187112
GO:0007519,skeletal muscle tissue development,GO:BP,3,-0.37385121922213205,-0.42664123442139756,0.052790015199265516
GO:0060538,skeletal muscle organ development,GO:BP,3,-0.37385121922213205,-0.42664123442139756,0.052790015199265516
GO:0051298,centrosome duplication,GO:BP,3,0.0012337620888012853,0.05401098183194528,-0.052777219743144
GO:0060612,adipose tissue development,GO:BP,3,0.0012414628049808097,0.05401098183194528,-0.05276951902696447
GO:0007098,centrosome cycle,GO:BP,4,0.0012518951869300962,0.05401098183194528,-0.052759086645015184
GO:0070647,protein modification by small protein conjugation or removal,GO:BP,8,0.0012553188158322412,0.053980146316389865,-0.052724827500557625
GO:0008238,exopeptidase activity,GO:MF,4,-0.30668756229025934,-0.3593423322416095,0.052654769951350155
GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,GO:BP,3,-0.06431448872720955,-0.01169701165471181,-0.05261747707249774
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,GO:BP,3,-0.06431448872720955,-0.01169701165471181,-0.05261747707249774
GO:0001666,response to hypoxia,GO:BP,5,-0.06996605907597754,-0.017351152184090134,-0.05261490689188741
GO:0032204,regulation of telomere maintenance,GO:BP,5,-0.13005633773156813,-0.07748205026454612,-0.052574287467022016
KEGG:04977,Vitamin digestion and absorption,KEGG,3,0.2732641447028016,0.32581430706278597,-0.05255016235998439
GO:0016236,macroautophagy,GO:BP,5,-5.0779686126595396e-05,0.052289907970824404,-0.052340687656951
WP:WP1982,Sterol regulatory element binding proteins SREBP signaling,WP,3,2.803848259079183e-05,0.05226582994380252,-0.05223779146121173
GO:0033559,unsaturated fatty acid metabolic process,GO:BP,3,-0.018044433924923615,0.034040207605931176,-0.05208464153085479
GO:0006690,icosanoid metabolic process,GO:BP,3,-0.018044433924923615,0.034040207605931176,-0.05208464153085479
REAC:R-HSA-3781865,Diseases of glycosylation,REAC,3,-0.2907279495931953,-0.342770105337696,0.05204215574450066
WP:WP4927,COVID 19 thrombosis and anticoagulation,WP,3,-0.20262236745592999,-0.25463727673176045,0.05201490927583047
GO:0010508,positive regulation of autophagy,GO:BP,3,0.0020793415971923487,0.05401098183194528,-0.051931640234752934
GO:0001867,"complement activation, lectin pathway",GO:BP,8,0.26193013927544845,0.313810125625113,-0.051879986349664564
KEGG:05208,Chemical carcinogenesis - reactive oxygen species,KEGG,4,-0.4240188777771535,-0.3721919483846262,-0.05182692939252731
GO:0045944,positive regulation of transcription by RNA polymerase II,GO:BP,9,-0.08450597335708984,-0.03271086623118135,-0.05179510712590849
GO:0009790,embryo development,GO:BP,10,0.31123073824333763,0.3630200585262455,-0.05178932028290789
GO:0007005,mitochondrion organization,GO:BP,7,0.27806276584791595,0.3298006320469609,-0.05173786619904497
GO:0043122,regulation of canonical NF-kappaB signal transduction,GO:BP,6,0.002357697086129843,0.05401098183194528,-0.05165328474581544
GO:0002832,negative regulation of response to biotic stimulus,GO:BP,6,0.32782172919669417,0.37934963755708984,-0.05152790836039567
WP:WP5531,AKT signaling and ARTD family members,WP,3,0.0025223888408559504,0.05401098183194528,-0.051488592991089335
GO:0005796,Golgi lumen,GO:CC,3,-0.207870302436964,-0.2593202357566932,0.05144993331972922
GO:2000401,regulation of lymphocyte migration,GO:BP,3,0.1259637043596908,0.0746284587302014,0.05133524562948939
KEGG:04927,Cortisol synthesis and secretion,KEGG,3,0.27253891988191453,0.22131795949982647,0.051220960382088065
KEGG:04934,Cushing syndrome,KEGG,3,0.27253891988191453,0.22131795949982647,0.051220960382088065
GO:0045824,negative regulation of innate immune response,GO:BP,5,0.37442757470591437,0.4255933107766072,-0.05116573607069286
GO:0019432,triglyceride biosynthetic process,GO:BP,3,0.0011271262098855185,0.05226582994380252,-0.051138703733917004
GO:0046463,acylglycerol biosynthetic process,GO:BP,3,0.0011271262098855185,0.05226582994380252,-0.051138703733917004
GO:0046460,neutral lipid biosynthetic process,GO:BP,3,0.0011271262098855185,0.05226582994380252,-0.051138703733917004
GO:0010866,regulation of triglyceride biosynthetic process,GO:BP,3,0.0011271262098855185,0.05226582994380252,-0.051138703733917004
GO:0034644,cellular response to UV,GO:BP,3,0.0013732245338657647,0.05249709117083891,-0.051123866636973145
GO:0071482,cellular response to light stimulus,GO:BP,3,0.0013732245338657647,0.05249709117083891,-0.051123866636973145
WP:WP2355,Corticotropin releasing hormone signaling,WP,3,-0.018382806969219095,-0.0694556905083221,0.051072883539103
GO:0016567,protein ubiquitination,GO:BP,6,0.002927380568488904,0.053980146316389865,-0.05105276574790096
GO:0072676,lymphocyte migration,GO:BP,4,0.12567356397489868,0.0746284587302014,0.051045105244697284
WP:WP3594,Circadian rhythm genes,WP,3,0.023134904451953126,0.0741688873174465,-0.05103398286549338
GO:0043523,regulation of neuron apoptotic process,GO:BP,4,-0.0011279607487479667,0.0498200420741291,-0.050948002822877064
GO:0048471,perinuclear region of cytoplasm,GO:CC,12,0.11470131470502554,0.0637857861100758,0.05091552859494973
GO:0070482,response to oxygen levels,GO:BP,6,-0.06826599577781581,-0.017351152184090134,-0.050914843593725674
GO:0036293,response to decreased oxygen levels,GO:BP,6,-0.06826599577781581,-0.017351152184090134,-0.050914843593725674
GO:0030169,low-density lipoprotein particle binding,GO:MF,4,-0.16287064158064918,-0.21366920423583374,0.050798562655184565
GO:0051149,positive regulation of muscle cell differentiation,GO:BP,3,0.003583626133207668,0.05432010855183681,-0.050736482418629145
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,GO:BP,3,-0.018044433924923615,0.03268223032258379,-0.05072666424750741
GO:0071383,cellular response to steroid hormone stimulus,GO:BP,4,-7.708925146169711e-05,0.050565500888986356,-0.05064259014044805
GO:2000379,positive regulation of reactive oxygen species metabolic process,GO:BP,3,-0.05382324598345654,-0.10445676059236593,0.05063351460890939
WP:WP5333,Enterocyte cholesterol metabolism,WP,3,0.27398206066382824,0.32459070415042685,-0.0506086434865986
GO:0050839,cell adhesion molecule binding,GO:MF,10,-0.3251012114340589,-0.3756160219457988,0.050514810511739894
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,GO:BP,3,-0.0160745641479924,0.03440330418370467,-0.05047786833169707
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,GO:BP,3,-0.0160745641479924,0.03440330418370467,-0.05047786833169707
GO:0050953,sensory perception of light stimulus,GO:BP,6,-0.18685367875869974,-0.23719291872120923,0.0503392399625095
GO:0007601,visual perception,GO:BP,6,-0.18685367875869974,-0.23719291872120923,0.0503392399625095
GO:0009566,fertilization,GO:BP,3,-0.2622275152196353,-0.3125306616390794,0.05030314641944411
GO:0009755,hormone-mediated signaling pathway,GO:BP,3,0.0013732245338657647,0.051653325188100466,-0.0502801006542347
GO:0141193,nuclear receptor-mediated signaling pathway,GO:BP,3,0.0013732245338657647,0.051653325188100466,-0.0502801006542347
GO:0002262,myeloid cell homeostasis,GO:BP,3,0.01931479038263583,0.06955657314036359,-0.05024178275772776
GO:0010506,regulation of autophagy,GO:BP,4,0.0020793415971923487,0.052289907970824404,-0.050210566373632054
GO:0005577,fibrinogen complex,GO:CC,4,-0.17991019425500485,-0.12979830821891794,-0.050111886036086906
GO:0006111,regulation of gluconeogenesis,GO:BP,3,-0.024169696983927152,0.02592285095685516,-0.050092547940782314
GO:0006094,gluconeogenesis,GO:BP,3,-0.024169696983927152,0.02592285095685516,-0.050092547940782314
GO:0046364,monosaccharide biosynthetic process,GO:BP,3,-0.024169696983927152,0.02592285095685516,-0.050092547940782314
GO:0019319,hexose biosynthetic process,GO:BP,3,-0.024169696983927152,0.02592285095685516,-0.050092547940782314
GO:0045730,respiratory burst,GO:BP,3,-0.1798460652768179,-0.1297976749984929,-0.050048390278325
