Entry,Gene Names,Protein names,Query_original,Query_clean
P04264,KRT1 KRTA,"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRF9,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRF8,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRG0,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRG2,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
Q14894,CRYM THBP,Ketimine reductase mu-crystallin (EC 1.5.1.25) (1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase) (P2C/Pyr2C reductase) (EC 1.5.1.1) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin
I3L2W5,CRYM,Ketimine reductase mu-crystallin (EC 1.5.1.1) (EC 1.5.1.25) (1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin
I3L3Y1,CRYM,Ketimine reductase mu-crystallin (EC 1.5.1.1) (EC 1.5.1.25) (1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin
I3NI53,CRYM,Ketimine reductase mu-crystallin (EC 1.5.1.1) (EC 1.5.1.25) (1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin
I3L325,CRYM,Ketimine reductase mu-crystallin (EC 1.5.1.1) (EC 1.5.1.25) (1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Ketimine reductase mu-crystallin
A0A6Q8PGJ3,KIF5A,Kinesin family member 5A,Kinesin family member 5A,Kinesin family member 5A
B2RCP3,,"cDNA, FLJ96188, highly similar to Homo sapiens kinesin family member 5A (KIF5A), mRNA",Kinesin family member 5A,Kinesin family member 5A
A0A6Q8PFB8,KIF5A,Kinesin family member 5A,Kinesin family member 5A,Kinesin family member 5A
A0A6Q8PFV6,KIF5A,Kinesin family member 5A,Kinesin family member 5A,Kinesin family member 5A
A0A6Q8PGN1,KIF5A,Kinesin family member 5A,Kinesin family member 5A,Kinesin family member 5A
Q02241,KIF23 KNSL5 MKLP1,Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1),Kinesin-like protein,Kinesin-like protein
Q9UIL4,KIF25 KNSL3,Kinesin-like protein KIF25 (Kinesin-like protein 3),Kinesin-like protein,Kinesin-like protein
Q9H1H9,KIF13A RBKIN,Kinesin-like protein KIF13A (Kinesin-like protein RBKIN),Kinesin-like protein,Kinesin-like protein
Q9NQT8,KIF13B GAKIN KIAA0639,Kinesin-like protein KIF13B (Kinesin-like protein GAKIN),Kinesin-like protein,Kinesin-like protein
Q2M1P5,KIF7 UNQ340/PRO539,Kinesin-like protein KIF7,Kinesin-like protein,Kinesin-like protein
B4E1C2,KNG1 hCG_2021397,"Kininogen 1, isoform CRA_b (cDNA FLJ56836, highly similar to Kininogen-1)","Kininogen 1, isoform CRA_b (cDNA FLJ56836, highly similar to Kininogen-1)","Kininogen 1, isoform CRA_b"
P01042,KNG1 BDK KNG,Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],Kininogen-1
B4E1C2,KNG1 hCG_2021397,"Kininogen 1, isoform CRA_b (cDNA FLJ56836, highly similar to Kininogen-1)",Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],Kininogen-1
B4DPP8,,"cDNA FLJ53075, highly similar to Kininogen-1",Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],Kininogen-1
H2B4M3,LILRA3,LILRA3 protein,LILRA3 protein,LILRA3 protein
H2B4M4,LILRA3,LILRA3 protein,LILRA3 protein,LILRA3 protein
Q9NPC4,A4GALT A14GALT A4GALT1,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",Lactosylceramide 4-alpha-galactosyltransferase
B0L3P7,A4GALT,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",Lactosylceramide 4-alpha-galactosyltransferase
Q540I6,A4GALT,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",Lactosylceramide 4-alpha-galactosyltransferase
Q7Z7C2,A4GALT,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",Lactosylceramide 4-alpha-galactosyltransferase
Q7Z7C6,A4GALT,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",Lactosylceramide 4-alpha-galactosyltransferase
P01706,IGLV2-11,Immunoglobulin lambda variable 2-11 (Ig gamma lambda chain V-II region DOT) (Ig lambda chain V-II region BOH) (Ig lambda chain V-II region BUR) (Ig lambda chain V-II region NIG-58) (Ig lambda chain V-II region TRO) (Ig lambda chain V-II region WIN),Lambda-chain (AA -20 to 215),Lambda-chain
P01721,IGLV6-57,Immunoglobulin lambda variable 6-57 (Ig lambda chain V-VI region AR) (Ig lambda chain V-VI region EB4) (Ig lambda chain V-VI region NIG-48) (Ig lambda chain V-VI region SUT) (Ig lambda chain V-VI region WLT),Lambda-chain (AA -20 to 215),Lambda-chain
P01701,IGLV1-51,Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64),Lambda-chain (AA -20 to 215),Lambda-chain
P0DOY2,IGLC2,Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region),Lambda-chain (AA -20 to 215),Lambda-chain
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT),Lambda-chain (AA -20 to 215),Lambda-chain
P04180,LCAT,Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase),Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase
A0A140VK24,,Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase),Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase
I3L3R0,LCAT,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase
I3L0J6,LCAT,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase
I3L1Q6,LCAT,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase,Lecithin-cholesterol acyltransferase
P02750,LRG1 LRG,Leucine-rich alpha-2-glycoprotein (LRG),Leucine-rich alpha-2-glycoprotein (LRG),Leucine-rich alpha-2-glycoprotein
Q68CK4,HMFT1766 LRG1 hCG_2004087,"Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",Leucine-rich alpha-2-glycoprotein (LRG),Leucine-rich alpha-2-glycoprotein
B4E1I8,,"cDNA FLJ54228, highly similar to Leucine-rich alpha-2-glycoprotein",Leucine-rich alpha-2-glycoprotein (LRG),Leucine-rich alpha-2-glycoprotein
Q9H9T0,LRRTM4,"LRRTM4 protein (cDNA FLJ12568 fis, clone NT2RM4000857, weakly similar to LEUCINE-RICH ALPHA-2-GLYCOPROTEIN)",Leucine-rich alpha-2-glycoprotein (LRG),Leucine-rich alpha-2-glycoprotein
P02750,LRG1 LRG,Leucine-rich alpha-2-glycoprotein (LRG),"Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",Leucine-rich alpha-2-glycoprotein
Q68CK4,HMFT1766 LRG1 hCG_2004087,"Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)","Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",Leucine-rich alpha-2-glycoprotein
B4E1I8,,"cDNA FLJ54228, highly similar to Leucine-rich alpha-2-glycoprotein","Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",Leucine-rich alpha-2-glycoprotein
Q9H9T0,LRRTM4,"LRRTM4 protein (cDNA FLJ12568 fis, clone NT2RM4000857, weakly similar to LEUCINE-RICH ALPHA-2-GLYCOPROTEIN)","Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",Leucine-rich alpha-2-glycoprotein
A0A0G2JLV5,LILRA3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3
A0A0G2JM97,LILRA3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3
Q8NHJ5,LILRA3,Leukocyte immunoglobulin-like receptor A3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3
A0A0G2JM99,LILRA3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3
A0A0G2JMJ0,LILRA3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3,Leukocyte immunoglobulin like receptor A3
Q8N6C8,LILRA3 ILT6 LIR4,Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e),Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e),Leukocyte immunoglobulin-like receptor subfamily A member 3
A0A0X9TD47,,MS-D1 light chain variable region (MS-D3 light chain variable region) (MS-D4 light chain variable region),Light chain variable region,Light chain variable region
A0A890VVU8,,Light chain variable region,Light chain variable region,Light chain variable region
A0A890VXM4,,Light chain variable region,Light chain variable region,Light chain variable region
A0A890VY18,,Light chain variable region,Light chain variable region,Light chain variable region
A0A890W0L6,,Light chain variable region,Light chain variable region,Light chain variable region
B7ZLH4,,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein
A0A1B0GUV8,LOC102723971,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein
H7C1C5,,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein,Lipocalin/cytosolic fatty-acid binding domain-containing protein
P18428,LBP,Lipopolysaccharide-binding protein (LBP),Lipopolysaccharide-binding protein (LBP),Lipopolysaccharide-binding protein
Q8TCF0,LBP,Lipopolysaccharide-binding protein (LBP),Lipopolysaccharide-binding protein (LBP),Lipopolysaccharide-binding protein
P08637,FCGR3A CD16A FCG3 FCGR3 IGFR3,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),Low affinity immunoglobulin gamma Fc region receptor III-A,Low affinity immunoglobulin gamma Fc region receptor III-A
P01130,LDLR,Low-density lipoprotein receptor (LDL receptor),Low-density lipoprotein receptor,Low-density lipoprotein receptor
O75197,LRP5 LR3 LRP7,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7),Low-density lipoprotein receptor,Low-density lipoprotein receptor
O75074,LRP3,Low-density lipoprotein receptor-related protein 3 (LRP-3) (105 kDa low-density lipoprotein receptor-related protein) (hLRp105),Low-density lipoprotein receptor,Low-density lipoprotein receptor
Q9NZR2,LRP1B LRPDIT,Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT),Low-density lipoprotein receptor,Low-density lipoprotein receptor
P98155,VLDLR,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),Low-density lipoprotein receptor,Low-density lipoprotein receptor
P51884,LUM LDC SLRR2D,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lumican,Lumican
A0A384N669,,Lumican (Keratan sulfate proteoglycan lumican),Lumican,Lumican
Q53FV4,,Lumican (Keratan sulfate proteoglycan lumican),Lumican,Lumican
P51884,LUM LDC SLRR2D,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lumican
A0A384N669,,Lumican (Keratan sulfate proteoglycan lumican),Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lumican
Q53FV4,,Lumican (Keratan sulfate proteoglycan lumican),Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lumican
Q13094,LCP2,Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76),Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2
B4DT07,,Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein),Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2
Q14759,LCP2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2
C7C5T4,LCP2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2
E5RKA2,LCP2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2,Lymphocyte cytosolic protein 2
P61626,LYZ LZM,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)","Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",Lysozyme C
A0A0B4J259,LYZ,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)","Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",Lysozyme C
F8VV32,LYZ,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)","Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",Lysozyme C
B2R4C5,LYZ LYZF1 hCG_24462,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)","Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",Lysozyme C
