,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,pathway_name,source,n_genes
GO:0030312,0.21180404392224148,0.04103435554796867,0.1913038753744653,-0.002887761726175987,0.09248692707644325,0.1704920378130504,0.20383590642821325,0.14605670532049117,0.19337866903351694,0.13384877899322536,0.1809722667367888,0.18388840619226496,0.17389371529215614,0.2484497778404702,0.19370027582296637,0.1516581889173366,0.18233171948260382,0.21528168132866204,0.26863013525155754,0.1971099486513378,0.17156897471360677,0.24323677995053228,0.20075463189118958,0.20643241112554372,0.16254810245824178,0.1581761680296368,0.08064611770452197,0.205787861146695,0.16744673279168934,0.1684724476188619,external encapsulating structure,GO:CC,45
REAC:R-HSA-977606,0.2312065309821824,0.14294117404763257,0.227824013599373,0.050367550097696834,0.0446313162351388,0.2331770028280145,0.22049639418399006,0.20212100728081295,0.26593392125236354,0.19160405389804028,0.21207346547857311,0.22169060369314825,0.18818057048730646,0.21462911387457573,0.19129625956627963,0.21731472702242985,0.251292981057156,0.2635740426346744,0.2927217797398288,0.2735606780069205,0.2390752244707963,0.2689960414618366,0.2157365954495803,0.23491985466432014,0.15716813855003847,0.180652297171474,0.18964610808881052,0.21847550396208076,0.18441442996250382,0.22420378093070273,Regulation of Complement cascade,REAC,27
GO:0062023,0.22024229377652602,0.046284440005391426,0.191818779142263,0.0015459731820416183,0.09828499009193553,0.17578000275866243,0.21212443003545375,0.15605720587920227,0.19564874396833296,0.13584816282961631,0.18614549799574784,0.19455422573002498,0.18154435727844334,0.2668081241824472,0.19862836079789042,0.16309145091147062,0.19326080659866626,0.2182603900969898,0.2838247371321144,0.20711638570188293,0.17624459245629048,0.2577905205875056,0.20828237920685924,0.20846405012355235,0.16688670882488382,0.16431605923765544,0.08376891084563198,0.21824743853818154,0.20915067958628158,0.17110477503734797,collagen-containing extracellular matrix,GO:CC,38
GO:0140546,0.19809904445430326,0.06867594243407123,0.19943294261272934,-0.002115136291002447,0.0800925800788257,0.21919988939124152,0.18532157997840445,0.18960898917038424,0.22976152139125808,0.20512755210937145,0.23237834167227459,0.19862805860819155,0.20937118073311284,0.22825712611184593,0.1996077889407898,0.15943550193559333,0.19924302549148634,0.25729446471612444,0.24742549670454153,0.2549268998358656,0.2398822868313677,0.24769571581281713,0.19288410078357754,0.1944373681620132,0.2010693795951476,0.15258437204112021,0.178958646664589,0.24183317072230742,0.1795014176063562,0.22891042067138626,defense response to symbiont,GO:BP,61
GO:0006950,0.20352462187459658,0.08505276196109841,0.2123063748948299,0.027273996163396586,0.12569503412202165,0.19851697515484978,0.22111983581167016,0.25014728733257957,0.24103772191186892,0.17806892880981387,0.24220689050941643,0.20548942445835014,0.19644425435507057,0.27178870899098234,0.23382673409040103,0.20265657984489868,0.2323586448580904,0.27355578238867523,0.273977588301706,0.2512762459166352,0.24546547638039695,0.2928796709943119,0.19627835170442817,0.20316349786156004,0.20578469353530826,0.1910616873458684,0.18561252224014266,0.21220874490399955,0.20821638577717005,0.2408327581164546,response to stress,GO:BP,120
GO:0034774,0.29284366413495566,0.2664263576358957,0.28005666692787395,0.29804314026851,0.2984781294641808,0.3455371762409398,0.4059476734499283,0.4133814146390078,0.32510661744870356,0.2453137598546809,0.30893268530568324,0.28085021941116267,0.30342392345375796,0.31732532909493416,0.3612888824678393,0.34334642110655716,0.35738138043617373,0.33259198564105547,0.3323087068317636,0.3351817305379457,0.3075752236762878,0.32337252531540855,0.2664443595104125,0.3356791377367548,0.32083796354522504,0.3401729818999963,0.35477702541807865,0.36549192171010936,0.22859613721321884,0.32959605209148246,secretory granule lumen,GO:CC,34
GO:0008233,0.2599854452195026,0.21080221075001107,0.25298285682758076,0.1705975966799435,0.14726455526865073,0.2784791442018499,0.30637254927305013,0.3016139443811893,0.26311529843201586,0.19660224703076173,0.26290326383201956,0.24849686536940566,0.21979791535118678,0.2878244294282925,0.22987711669982333,0.25212273577248007,0.2836634016526872,0.29551720303821205,0.31135315253388535,0.29438170972350175,0.28396472769855174,0.2732543678983595,0.22808124568394483,0.2982367250716726,0.2544726522846267,0.24636851182015015,0.2507655366670332,0.2796779108213798,0.23859761568243382,0.26942711857021806,peptidase activity,GO:MF,54
GO:0060205,0.29284366413495566,0.2664263576358957,0.28005666692787395,0.29804314026851,0.2984781294641808,0.3455371762409398,0.4059476734499283,0.4133814146390078,0.32510661744870356,0.2453137598546809,0.30893268530568324,0.28085021941116267,0.30342392345375796,0.31732532909493416,0.3612888824678393,0.34334642110655716,0.35738138043617373,0.33259198564105547,0.3323087068317636,0.3351817305379457,0.3075752236762878,0.32337252531540855,0.2664443595104125,0.3356791377367548,0.32083796354522504,0.3401729818999963,0.35477702541807865,0.36549192171010936,0.22859613721321884,0.32959605209148246,cytoplasmic vesicle lumen,GO:CC,34
GO:0031983,0.29284366413495566,0.2664263576358957,0.28005666692787395,0.29804314026851,0.2984781294641808,0.3455371762409398,0.4059476734499283,0.4133814146390078,0.32510661744870356,0.2453137598546809,0.30893268530568324,0.28085021941116267,0.30342392345375796,0.31732532909493416,0.3612888824678393,0.34334642110655716,0.35738138043617373,0.33259198564105547,0.3323087068317636,0.3351817305379457,0.3075752236762878,0.32337252531540855,0.2664443595104125,0.3356791377367548,0.32083796354522504,0.3401729818999963,0.35477702541807865,0.36549192171010936,0.22859613721321884,0.32959605209148246,vesicle lumen,GO:CC,34
GO:0098542,0.22082590023020227,0.10246049448046592,0.22035277380298102,0.040378112006518495,0.1182803056508681,0.23998086673743632,0.21270030571320522,0.21845547245415384,0.2539596337218343,0.22782234033567386,0.25745188637127236,0.22238994464745687,0.23402033196141073,0.2560721965505664,0.2279070176079651,0.1858858157623798,0.2261457807532678,0.27462145293689205,0.2683454485595893,0.27802108653709035,0.26668139011706277,0.2698611773575977,0.21879049585267896,0.21318906728521955,0.2303426897509722,0.18177809157026956,0.2079812463937027,0.26322770302395176,0.20801096974296904,0.25243579248061354,defense response to other organism,GO:BP,64
GO:0043207,0.20621277003774913,0.10304923627432616,0.20596974833119333,0.027778968901732533,0.1200929055902316,0.2025270077685958,0.19828350299768283,0.2161338901909581,0.24345343875932599,0.21575798569108756,0.25826533386176526,0.19114949650995297,0.21555663987918566,0.24691405298791974,0.22878349413777527,0.18057222988637672,0.22318059652554037,0.27140169542575515,0.2571028492219825,0.2602691610330165,0.2629052981918061,0.26248301908070415,0.21430478059098138,0.21012881727506155,0.22128838776371196,0.18018823058248284,0.2072321252355517,0.23436057019850326,0.20799473661891202,0.25153417853641125,response to external biotic stimulus,GO:BP,72
GO:0051707,0.20621277003774913,0.10304923627432616,0.20596974833119333,0.027778968901732533,0.1200929055902316,0.2025270077685958,0.19828350299768283,0.2161338901909581,0.24345343875932599,0.21575798569108756,0.25826533386176526,0.19114949650995297,0.21555663987918566,0.24691405298791974,0.22878349413777527,0.18057222988637672,0.22318059652554037,0.27140169542575515,0.2571028492219825,0.2602691610330165,0.2629052981918061,0.26248301908070415,0.21430478059098138,0.21012881727506155,0.22128838776371196,0.18018823058248284,0.2072321252355517,0.23436057019850326,0.20799473661891202,0.25153417853641125,response to other organism,GO:BP,72
GO:1990777,0.1341952363486941,0.05291072578756776,0.10787679014242965,0.0644387987502514,0.2097367732265134,0.0777545299208889,0.1598906822482607,0.24498131829558326,0.11002115990471344,0.10941156777917795,0.15048179188399635,0.1170540671664502,0.11365772975585745,0.27262511096740155,0.16764668879192532,0.12031123600430606,0.15873261399453503,0.07237761518035002,0.20112055356936528,0.07337670540335198,0.18514602023028184,0.19615671654273728,0.1974944508333779,0.15790736568624072,0.07537825282054914,0.15412123956841528,-0.019045759797702445,0.12137847965653498,0.15605576458322762,0.07679253352025557,lipoprotein particle,GO:CC,16
GO:0034358,0.1341952363486941,0.05291072578756776,0.10787679014242965,0.0644387987502514,0.2097367732265134,0.0777545299208889,0.1598906822482607,0.24498131829558326,0.11002115990471344,0.10941156777917795,0.15048179188399635,0.1170540671664502,0.11365772975585745,0.27262511096740155,0.16764668879192532,0.12031123600430606,0.15873261399453503,0.07237761518035002,0.20112055356936528,0.07337670540335198,0.18514602023028184,0.19615671654273728,0.1974944508333779,0.15790736568624072,0.07537825282054914,0.15412123956841528,-0.019045759797702445,0.12137847965653498,0.15605576458322762,0.07679253352025557,plasma lipoprotein particle,GO:CC,16
GO:0044419,0.20389654987794206,0.09452242352516803,0.20440605508576365,0.01825254424212012,0.11402295476352353,0.20044050254742218,0.19608028272899333,0.2132874916602448,0.24358785250439294,0.2125037025273667,0.25363100082070816,0.1877601888642568,0.21064297264103685,0.24596959272502786,0.22333111347112242,0.18057222988637672,0.21961583596481116,0.2696009443334949,0.25558384605877377,0.2589208861602933,0.26252815699225723,0.2606399248317522,0.2074446090781273,0.21012881727506155,0.2179854861002763,0.17408779912107514,0.2072321252355517,0.2298766311635189,0.20573369196873528,0.2452935216534486,biological process involved in interspecies interaction between organisms,GO:BP,75
GO:0009607,0.20621277003774913,0.10304923627432616,0.20596974833119333,0.027778968901732533,0.1200929055902316,0.2025270077685958,0.19828350299768283,0.2161338901909581,0.24345343875932599,0.21575798569108756,0.25826533386176526,0.19114949650995297,0.21555663987918566,0.24691405298791974,0.22878349413777527,0.18057222988637672,0.22318059652554037,0.27140169542575515,0.2571028492219825,0.2602691610330165,0.2629052981918061,0.26248301908070415,0.21430478059098138,0.21012881727506155,0.22128838776371196,0.18018823058248284,0.2072321252355517,0.23436057019850326,0.20799473661891202,0.25153417853641125,response to biotic stimulus,GO:BP,72
GO:0032994,0.1341952363486941,0.05291072578756776,0.10787679014242965,0.0644387987502514,0.2097367732265134,0.0777545299208889,0.1598906822482607,0.24498131829558326,0.11002115990471344,0.10941156777917795,0.15048179188399635,0.1170540671664502,0.11365772975585745,0.27262511096740155,0.16764668879192532,0.12031123600430606,0.15873261399453503,0.07237761518035002,0.20112055356936528,0.07337670540335198,0.18514602023028184,0.19615671654273728,0.1974944508333779,0.15790736568624072,0.07537825282054914,0.15412123956841528,-0.019045759797702445,0.12137847965653498,0.15605576458322762,0.07679253352025557,protein-lipid complex,GO:CC,16
GO:0050776,0.24474290001063953,0.1350186078261208,0.2399107607940294,-0.009592303731941011,0.07393038332160655,0.18382845438901055,0.20311228298285472,0.209237312104026,0.26307665834400007,0.19897034196687358,0.24835418678829724,0.18196230546050216,0.20323045209192092,0.22253010245596,0.23446498277785016,0.20544402981630344,0.24794267495686642,0.2670667183285511,0.2721829473598401,0.2600982870457467,0.19345039155055002,0.26925018100026715,0.20508749159829232,0.2449954185311754,0.17217715908639758,0.18553201110339942,0.16394735209393185,0.22648251700487518,0.17113396438481174,0.23057656419176104,regulation of immune response,GO:BP,54
GO:0034364,0.1341952363486941,0.05291072578756776,0.10787679014242965,0.0644387987502514,0.2097367732265134,0.0777545299208889,0.1598906822482607,0.24498131829558326,0.11838942689451087,0.10941156777917795,0.14120079041131678,0.11372196892325273,0.11365772975585745,0.27262511096740155,0.16764668879192532,0.12031123600430606,0.15873261399453503,0.07237761518035002,0.20849024775517827,0.07337670540335198,0.18514602023028184,0.19615671654273728,0.1974944508333779,0.15790736568624072,0.07537825282054914,0.15928097052628862,-0.019045759797702445,0.12137847965653498,0.15605576458322762,0.07679253352025557,high-density lipoprotein particle,GO:CC,14
