pathway_id,pathway_name,source,n_genes,mean_AD,mean_Control,diff,p_value,effect_size,abs_effect,direction,q_value,significant_fdr,significant,neg_log10_p
GO:0010639,negative regulation of organelle organization,GO:BP,6,0.209,0.2696,-0.0606,0.22634079342614988,0.28,0.28,↓ in AD,0.8342689501284369,False,False,0.6452371660485053
REAC:R-HSA-9759194,Nuclear events mediated by NFE2L2,REAC,3,-0.1239,-0.2266,0.1027,0.2314278741777125,-0.24,0.24,↑ in AD,0.8475861633897114,False,False,0.635584333921377
GO:0007283,spermatogenesis,GO:BP,12,0.145,0.068,0.0769,0.24346745260977742,-0.27,0.27,↑ in AD,0.8655425892808919,False,False,0.6135590882347459
GO:0006022,aminoglycan metabolic process,GO:BP,7,0.0707,0.0136,0.0571,0.24367729558356666,-0.27,0.27,↑ in AD,0.8655425892808919,False,False,0.6131849339343759
REAC:R-HSA-216083,Integrin cell surface interactions,REAC,4,-0.2962,-0.3651,0.0689,0.24367729558356666,-0.27,0.27,↑ in AD,0.8655425892808919,False,False,0.6131849339343759
GO:0003824,catalytic activity,GO:MF,141,0.187,0.2059,-0.0189,0.24367729558356666,0.27,0.27,↓ in AD,0.8655425892808919,False,False,0.6131849339343759
WP:WP702,Metapathway biotransformation Phase I and II,WP,4,-0.0637,-0.1254,0.0617,0.24724568723012563,-0.2,0.2,↑ in AD,0.8655425892808919,False,False,0.6068712751746406
GO:0009154,purine ribonucleotide catabolic process,GO:BP,3,-0.0515,-0.0969,0.0454,0.24872935000963836,-0.225,0.225,↑ in AD,0.8655425892808919,False,False,0.6042729650511125
REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,REAC,9,-0.2334,-0.3071,0.0737,0.2508336312068411,-0.265,0.265,↑ in AD,0.8655425892808919,False,False,0.6006142347139386
GO:1901018,positive regulation of potassium ion transmembrane transporter activity,GO:BP,3,-0.0209,-0.038,0.0172,0.25408215053795635,-0.14,0.14,↑ in AD,0.8655425892808919,False,False,0.5950258433917925
GO:0006486,protein glycosylation,GO:BP,3,-0.025,-0.0505,0.0255,0.25408215053795635,-0.14,0.14,↑ in AD,0.8655425892808919,False,False,0.5950258433917925
GO:0070741,response to interleukin-6,GO:BP,3,-0.0217,-0.0671,0.0454,0.25408215053795635,-0.14,0.14,↑ in AD,0.8655425892808919,False,False,0.5950258433917925
GO:0140535,intracellular protein-containing complex,GO:CC,8,-0.1574,-0.0753,-0.0821,0.2555661248947986,0.25,0.25,↓ in AD,0.8655425892808919,False,False,0.592496712118634
GO:0034612,response to tumor necrosis factor,GO:BP,7,-0.1839,-0.0956,-0.0883,0.25893808934788853,0.26,0.26,↓ in AD,0.8655425892808919,False,False,0.5868040608942194
GO:0090407,organophosphate biosynthetic process,GO:BP,12,0.0426,0.1502,-0.1076,0.26192604004125386,0.26,0.26,↓ in AD,0.8655425892808919,False,False,0.5818213229415197
GO:0007507,heart development,GO:BP,11,0.1073,0.1422,-0.0349,0.26192604004125386,0.26,0.26,↓ in AD,0.8655425892808919,False,False,0.5818213229415197
GO:0045089,positive regulation of innate immune response,GO:BP,9,0.2853,0.3212,-0.0359,0.26192604004125386,0.26,0.26,↓ in AD,0.8655425892808919,False,False,0.5818213229415197
GO:0042116,macrophage activation,GO:BP,5,-0.0348,0.0461,-0.0809,0.26192604004125386,0.26,0.26,↓ in AD,0.8655425892808919,False,False,0.5818213229415197
KEGG:05014,Amyotrophic lateral sclerosis,KEGG,9,-0.2111,-0.1188,-0.0923,0.2690544434902151,0.25,0.25,↓ in AD,0.8655425892808919,False,False,0.5701598310943676
GO:1990234,transferase complex,GO:CC,9,-0.2254,-0.1515,-0.0739,0.27134269878265527,0.255,0.255,↓ in AD,0.8655425892808919,False,False,0.5664818598079773
GO:0005759,mitochondrial matrix,GO:CC,4,-0.113,-0.0449,-0.0682,0.27232301438056505,0.19,0.19,↓ in AD,0.8655425892808919,False,False,0.5649156543040833
GO:0006284,base-excision repair,GO:BP,5,-0.0591,-0.0969,0.0377,0.27358544872329205,-0.22,0.22,↑ in AD,0.8655425892808919,False,False,0.5629070052970808
GO:0031966,mitochondrial membrane,GO:CC,7,0.2509,0.1141,0.1368,0.27808387412536684,-0.25,0.25,↑ in AD,0.8655425892808919,False,False,0.5558241948159032
GO:0031089,platelet dense granule lumen,GO:CC,7,0.3134,0.2991,0.0143,0.28109789200741464,-0.25,0.25,↑ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0055085,transmembrane transport,GO:BP,17,-0.2518,-0.2308,-0.021,0.28109789200741464,0.25,0.25,↓ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0061061,muscle structure development,GO:BP,17,-0.1909,-0.1374,-0.0534,0.28109789200741464,0.25,0.25,↓ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0040017,positive regulation of locomotion,GO:BP,14,-0.0709,-0.1139,0.043,0.28109789200741464,-0.25,0.25,↑ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0051649,establishment of localization in cell,GO:BP,22,0.0731,0.0557,0.0174,0.28109789200741464,-0.25,0.25,↑ in AD,0.8655425892808919,False,False,0.5511424112156842
WP:WP2877,Vitamin D receptor pathway,WP,7,0.0401,0.1092,-0.0691,0.28109789200741464,0.25,0.25,↓ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0001701,in utero embryonic development,GO:BP,4,0.0077,-0.0378,0.0456,0.28109789200741464,-0.25,0.25,↑ in AD,0.8655425892808919,False,False,0.5511424112156842
GO:0060090,molecular adaptor activity,GO:MF,13,-0.095,-0.0342,-0.0608,0.28202183175413853,0.245,0.245,↓ in AD,0.8655425892808919,False,False,0.5497172709595123
GO:0001725,stress fiber,GO:CC,4,-0.1497,-0.0727,-0.077,0.28246541927192725,0.21,0.21,↓ in AD,0.8655425892808919,False,False,0.5490347129370905
GO:0048639,positive regulation of developmental growth,GO:BP,4,-0.0808,-0.0009,-0.0799,0.28450008586798015,0.175,0.175,↓ in AD,0.8655425892808919,False,False,0.5459175981898791
GO:0046620,regulation of organ growth,GO:BP,4,-0.0811,-0.0009,-0.0802,0.28450008586798015,0.175,0.175,↓ in AD,0.8655425892808919,False,False,0.5459175981898791
GO:0004601,peroxidase activity,GO:MF,6,-0.053,0.0777,-0.1307,0.28908512316875,0.24,0.24,↓ in AD,0.8748628727475329,False,False,0.5389742573157225
WP:WP382,MAPK signaling,WP,4,-0.2436,-0.2778,0.0342,0.29466398108208425,-0.24,0.24,↑ in AD,0.8791388267779852,False,False,0.5306729478736023
GO:0001786,phosphatidylserine binding,GO:MF,3,-0.1672,-0.0885,-0.0787,0.2965223963299034,0.21,0.21,↓ in AD,0.8791388267779852,False,False,0.5279424988084618
REAC:R-HSA-1280218,Adaptive Immune System,REAC,15,-0.2138,-0.1613,-0.0525,0.30012289037301076,0.24,0.24,↓ in AD,0.8791388267779852,False,False,0.5227008796715439
REAC:R-HSA-9668250,Defective factor IX causes hemophilia B,REAC,3,-0.2966,-0.3406,0.044,0.30098543400539013,-0.24,0.24,↑ in AD,0.8791388267779852,False,False,0.5214545212970194
GO:0072378,"blood coagulation, fibrin clot formation",GO:BP,6,0.2476,0.2106,0.037,0.30120060673958793,-0.24,0.24,↑ in AD,0.8791388267779852,False,False,0.5211441576260861
GO:0042579,microbody,GO:CC,3,0.2181,0.1466,0.0715,0.30120060673958793,-0.24,0.24,↑ in AD,0.8791388267779852,False,False,0.5211441576260861
GO:0008092,cytoskeletal protein binding,GO:MF,17,0.1455,0.1742,-0.0287,0.30120060673958793,0.24,0.24,↓ in AD,0.8791388267779852,False,False,0.5211441576260861
GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,GO:BP,3,-0.2318,-0.1407,-0.091,0.30633340839612533,0.23,0.23,↓ in AD,0.8859236279954756,False,False,0.5138056369156435
GO:0045454,cell redox homeostasis,GO:BP,4,-0.1663,-0.0912,-0.0751,0.3066066121236516,0.2,0.2,↓ in AD,0.8859236279954756,False,False,0.5134184836047634
GO:0050829,defense response to Gram-negative bacterium,GO:BP,3,-0.233,-0.1304,-0.1027,0.3097114631023634,0.235,0.235,↓ in AD,0.8904204564192948,False,False,0.5090427201518645
REAC:R-HSA-5673001,RAF/MAP kinase cascade,REAC,6,-0.1997,-0.27,0.0703,0.31569128326246454,-0.23,0.23,↑ in AD,0.8915424505018856,False,False,0.500737409502382
WP:WP5087,Pleural mesothelioma,WP,13,-0.2112,-0.2796,0.0684,0.3211596940602689,-0.23,0.23,↑ in AD,0.8915424505018856,False,False,0.4932789644693052
GO:0051384,response to glucocorticoid,GO:BP,5,0.4157,0.4171,-0.0014,0.32223862938734305,0.23,0.23,↓ in AD,0.8915424505018856,False,False,0.4918223983545658
GO:0006508,proteolysis,GO:BP,58,0.2128,0.193,0.0198,0.32223862938734305,-0.23,0.23,↑ in AD,0.8915424505018856,False,False,0.4918223983545658
GO:0051247,positive regulation of protein metabolic process,GO:BP,23,0.1703,0.1453,0.025,0.32223862938734305,-0.23,0.23,↑ in AD,0.8915424505018856,False,False,0.4918223983545658
GO:0001867,"complement activation, lectin pathway",GO:BP,8,0.3106,0.3443,-0.0336,0.32223862938734305,0.23,0.23,↓ in AD,0.8915424505018856,False,False,0.4918223983545658
GO:0097305,response to alcohol,GO:BP,5,0.4059,0.4334,-0.0276,0.333055038494412,0.225,0.225,↓ in AD,0.8915424505018856,False,False,0.47748399190122653
GO:0015931,nucleobase-containing compound transport,GO:BP,3,-0.0266,0.0,-0.0266,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,GO:MF,3,-0.0346,0.0,-0.0346,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
GO:0016482,cytosolic transport,GO:BP,3,-0.0395,0.0,-0.0395,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
REAC:R-HSA-2132295,MHC class II antigen presentation,REAC,4,-0.0375,0.0,-0.0375,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
GO:0061659,ubiquitin-like protein ligase activity,GO:MF,3,-0.0271,0.0,-0.0271,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
GO:0031267,small GTPase binding,GO:MF,3,-0.0302,0.0,-0.0302,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
REAC:R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,REAC,3,-0.0139,0.0,-0.0139,0.3339238551165865,0.1,0.1,↓ in AD,0.8915424505018856,False,False,0.47635255436452195
GO:0055013,cardiac muscle cell development,GO:BP,4,-0.1816,-0.0647,-0.1169,0.3414462063624776,0.21,0.21,↓ in AD,0.8915424505018856,False,False,0.46667770814690834
GO:0042393,histone binding,GO:MF,3,-0.0003,-0.0537,0.0534,0.3423397384265484,-0.18,0.18,↑ in AD,0.8915424505018856,False,False,0.4655426855022768
GO:0010866,regulation of triglyceride biosynthetic process,GO:BP,3,-0.0018,-0.0442,0.0424,0.3423397384265484,-0.18,0.18,↑ in AD,0.8915424505018856,False,False,0.4655426855022768
GO:0009986,cell surface,GO:CC,24,0.0492,0.0762,-0.027,0.3442129113242063,0.22,0.22,↓ in AD,0.8915424505018856,False,False,0.46317284344573006
GO:0005509,calcium ion binding,GO:MF,28,0.04,0.0904,-0.0504,0.3442129113242063,0.22,0.22,↓ in AD,0.8915424505018856,False,False,0.46317284344573006
GO:0005201,extracellular matrix structural constituent,GO:MF,10,-0.3017,-0.3495,0.0478,0.3442129113242063,-0.22,0.22,↑ in AD,0.8915424505018856,False,False,0.46317284344573006
GO:0006790,sulfur compound metabolic process,GO:BP,5,0.1133,0.2092,-0.0959,0.3442129113242063,0.22,0.22,↓ in AD,0.8915424505018856,False,False,0.46317284344573006
GO:0045661,regulation of myoblast differentiation,GO:BP,3,-0.1582,-0.1175,-0.0407,0.3442129113242063,0.22,0.22,↓ in AD,0.8915424505018856,False,False,0.46317284344573006
GO:0001909,leukocyte mediated cytotoxicity,GO:BP,5,-0.1734,-0.1226,-0.0508,0.3580909422877494,0.21,0.21,↓ in AD,0.923328662849578,False,False,0.4460066640877878
GO:0120192,tight junction assembly,GO:BP,3,-0.2553,-0.1934,-0.0618,0.36319956019263533,0.205,0.205,↓ in AD,0.9251007558635194,False,False,0.43985468604860456
GO:0045598,regulation of fat cell differentiation,GO:BP,3,0.1977,0.1341,0.0636,0.3671207455678789,-0.21,0.21,↑ in AD,0.9251007558635194,False,False,0.43519107332470974
GO:0019207,kinase regulator activity,GO:MF,4,0.2622,0.1474,0.1148,0.3671207455678789,-0.21,0.21,↑ in AD,0.9251007558635194,False,False,0.43519107332470974
GO:0031210,phosphatidylcholine binding,GO:MF,4,0.1275,0.1507,-0.0232,0.3671207455678789,0.21,0.21,↓ in AD,0.9251007558635194,False,False,0.43519107332470974
GO:0001503,ossification,GO:BP,9,0.3182,0.3177,0.0004,0.3671207455678789,-0.21,0.21,↑ in AD,0.9251007558635194,False,False,0.43519107332470974
REAC:R-HSA-9664407,Parasite infection,REAC,4,-0.1149,-0.1688,0.0539,0.3708492141244669,-0.2,0.2,↑ in AD,0.9251007558635194,False,False,0.43080263697514515
GO:0071333,cellular response to glucose stimulus,GO:BP,3,-0.144,-0.0921,-0.0518,0.3728480422347422,0.18,0.18,↓ in AD,0.9251007558635194,False,False,0.4284681329779979
GO:0046034,ATP metabolic process,GO:BP,5,-0.0606,-0.0969,0.0362,0.3728480422347422,-0.18,0.18,↑ in AD,0.9251007558635194,False,False,0.4284681329779979
GO:1903532,positive regulation of secretion by cell,GO:BP,6,-0.1046,-0.1536,0.049,0.37699086957752614,-0.19,0.19,↑ in AD,0.9251007558635194,False,False,0.4236691679377498
GO:0007605,sensory perception of sound,GO:BP,4,-0.0558,-0.1022,0.0464,0.37810426371749295,-0.145,0.145,↑ in AD,0.9251007558635194,False,False,0.4223884252596832
GO:2001252,positive regulation of chromosome organization,GO:BP,4,-0.1351,-0.1651,0.0299,0.37903108443280065,-0.2,0.2,↑ in AD,0.9251007558635194,False,False,0.4213251719737155
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:BP,5,-0.2143,-0.1311,-0.0831,0.38436637977346144,0.19,0.19,↓ in AD,0.9251007558635194,False,False,0.41525460674079684
GO:0032886,regulation of microtubule-based process,GO:BP,5,-0.1666,-0.0927,-0.0739,0.3876862226522386,0.195,0.195,↓ in AD,0.9251007558635194,False,False,0.41151963240115824
GO:0009615,response to virus,GO:BP,6,-0.1165,-0.1782,0.0617,0.3879835534254229,-0.2,0.2,↑ in AD,0.9251007558635194,False,False,0.41118668370468725
GO:0048306,calcium-dependent protein binding,GO:MF,4,0.4294,0.4618,-0.0324,0.3906919664054469,0.2,0.2,↓ in AD,0.9251007558635194,False,False,0.4081655188536765
WP:WP4352,Ciliary landscape,WP,3,0.1752,0.2142,-0.039,0.39090291887125894,0.2,0.2,↓ in AD,0.9251007558635194,False,False,0.40793108667967826
KEGG:04613,Neutrophil extracellular trap formation,KEGG,7,-0.0972,-0.0665,-0.0307,0.39095562378232207,0.2,0.2,↓ in AD,0.9251007558635194,False,False,0.4078725352900601
GO:0002694,regulation of leukocyte activation,GO:BP,12,-0.0915,-0.0486,-0.0429,0.39095562378232207,0.2,0.2,↓ in AD,0.9251007558635194,False,False,0.4078725352900601
GO:0005694,chromosome,GO:CC,16,-0.1201,-0.0717,-0.0484,0.39095562378232207,0.2,0.2,↓ in AD,0.9251007558635194,False,False,0.4078725352900601
REAC:R-HSA-140875,Common Pathway of Fibrin Clot Formation,REAC,7,-0.1469,-0.1566,0.0098,0.39095562378232207,-0.2,0.2,↑ in AD,0.9251007558635194,False,False,0.4078725352900601
GO:0180051,translation factor activity,GO:MF,3,-0.0646,-0.0968,0.0322,0.4003299409991261,-0.16,0.16,↑ in AD,0.9330237155501824,False,False,0.397581927445655
GO:1904951,positive regulation of establishment of protein localization,GO:BP,6,-0.0768,-0.1063,0.0295,0.40078039032959667,-0.17,0.17,↑ in AD,0.9330237155501824,False,False,0.3970935360928872
GO:0006259,DNA metabolic process,GO:BP,13,-0.1582,-0.1044,-0.0537,0.40137842051585404,0.195,0.195,↓ in AD,0.9330237155501824,False,False,0.39644598038568785
GO:0010038,response to metal ion,GO:BP,10,-0.2808,-0.2372,-0.0436,0.4026938053117769,0.195,0.195,↓ in AD,0.9330237155501824,False,False,0.39502505114649206
GO:0042391,regulation of membrane potential,GO:BP,8,0.4837,0.4955,-0.0118,0.40723050259693594,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3901596996953655
REAC:R-HSA-166662,Lectin pathway of complement activation,REAC,4,-0.0915,-0.1338,0.0423,0.41058830648876055,-0.18,0.18,↑ in AD,0.9330237155501824,False,False,0.38659342344989167
GO:0008238,exopeptidase activity,GO:MF,4,-0.3267,-0.3437,0.0171,0.415603353073431,-0.19,0.19,↑ in AD,0.9330237155501824,False,False,0.38132095722791576
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,GO:BP,3,-0.2736,-0.291,0.0173,0.415603353073431,-0.19,0.19,↑ in AD,0.9330237155501824,False,False,0.38132095722791576
GO:0001968,fibronectin binding,GO:MF,3,-0.2882,-0.2278,-0.0604,0.41565524188826897,0.19,0.19,↓ in AD,0.9330237155501824,False,False,0.38126673817713547
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:BP,7,-0.1854,-0.1161,-0.0693,0.4157071172105755,0.19,0.19,↓ in AD,0.9330237155501824,False,False,0.3812125399902501
GO:0031503,protein-containing complex localization,GO:BP,5,0.1479,0.1865,-0.0386,0.4157071172105755,0.19,0.19,↓ in AD,0.9330237155501824,False,False,0.3812125399902501
GO:0045807,positive regulation of endocytosis,GO:BP,13,0.2636,0.2542,0.0094,0.4157071172105755,-0.19,0.19,↑ in AD,0.9330237155501824,False,False,0.3812125399902501
REAC:R-HSA-1474228,Degradation of the extracellular matrix,REAC,3,0.3445,0.3318,0.0127,0.4157071172105755,-0.19,0.19,↑ in AD,0.9330237155501824,False,False,0.3812125399902501
GO:0010927,cellular component assembly involved in morphogenesis,GO:BP,7,-0.192,-0.1457,-0.0463,0.4298437464227557,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3666893872084878
GO:0070527,platelet aggregation,GO:BP,5,-0.12,-0.0294,-0.0906,0.43278833660139693,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.363724451732141
GO:0030855,epithelial cell differentiation,GO:BP,9,-0.3064,-0.2135,-0.0929,0.4351645764189309,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.36134646462405645
GO:0046622,positive regulation of organ growth,GO:BP,3,-0.059,-0.0009,-0.0581,0.43585777234281864,0.12,0.12,↓ in AD,0.9330237155501824,False,False,0.3606552051434964
GO:0051301,cell division,GO:BP,8,-0.1514,-0.0761,-0.0753,0.43784448045185986,0.17,0.17,↓ in AD,0.9330237155501824,False,False,0.3586801207180013
REAC:R-HSA-195258,RHO GTPase Effectors,REAC,7,-0.1471,-0.0807,-0.0664,0.43784448045185986,0.17,0.17,↓ in AD,0.9330237155501824,False,False,0.3586801207180013
GO:0050867,positive regulation of cell activation,GO:BP,9,-0.2478,-0.2094,-0.0384,0.4411574573991244,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.355406374988955
GO:0046330,positive regulation of JNK cascade,GO:BP,3,-0.2372,-0.1911,-0.046,0.4412591477829718,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.35530627811293586
REAC:R-HSA-5619115,Disorders of transmembrane transporters,REAC,3,0.0716,0.1547,-0.0831,0.44127776571814803,0.16,0.16,↓ in AD,0.9330237155501824,False,False,0.3552879544226993
GO:0051919,positive regulation of fibrinolysis,GO:BP,3,-0.0322,-0.0092,-0.023,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
WP:WP15,Selenium micronutrient network,WP,12,0.2557,0.2929,-0.0372,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0001667,ameboidal-type cell migration,GO:BP,5,-0.2036,-0.1499,-0.0537,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0002821,positive regulation of adaptive immune response,GO:BP,4,0.2605,0.2838,-0.0233,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0009056,catabolic process,GO:BP,45,0.1831,0.1714,0.0117,0.44136078370373844,-0.18,0.18,↑ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0050821,protein stabilization,GO:BP,5,-0.2307,-0.1908,-0.0398,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0072562,blood microparticle,GO:CC,47,0.309,0.3227,-0.0137,0.44136078370373844,0.18,0.18,↓ in AD,0.9330237155501824,False,False,0.3552062578931956
GO:0001890,placenta development,GO:BP,4,-0.0705,-0.0338,-0.0368,0.449960362026419,0.125,0.125,↓ in AD,0.9477187112278055,False,False,0.3468257424722369
GO:0033559,unsaturated fatty acid metabolic process,GO:BP,3,-0.0368,-0.065,0.0281,0.4602820756714935,-0.15,0.15,↑ in AD,0.9558258738150178,False,False,0.33697593709501383
GO:0000139,Golgi membrane,GO:CC,6,-0.2832,-0.2244,-0.0588,0.46740238518487887,0.17,0.17,↓ in AD,0.9558258738150178,False,False,0.33030907570504964
GO:0045861,negative regulation of proteolysis,GO:BP,9,-0.2211,-0.1722,-0.0489,0.4678485924122281,0.17,0.17,↓ in AD,0.9558258738150178,False,False,0.32989467282075785
GO:0004806,triacylglycerol lipase activity,GO:MF,3,0.2844,0.2589,0.0255,0.4678981027906498,-0.17,0.17,↑ in AD,0.9558258738150178,False,False,0.3298487157593527
GO:0120025,plasma membrane bounded cell projection,GO:CC,35,0.203,0.2228,-0.0198,0.4678981027906498,0.17,0.17,↓ in AD,0.9558258738150178,False,False,0.3298487157593527
GO:1904724,tertiary granule lumen,GO:CC,8,0.3826,0.3942,-0.0116,0.4678981027906498,0.17,0.17,↓ in AD,0.9558258738150178,False,False,0.3298487157593527
GO:0006996,organelle organization,GO:BP,60,0.0636,0.0808,-0.0172,0.4678981027906498,0.17,0.17,↓ in AD,0.9558258738150178,False,False,0.3298487157593527
KEGG:05415,Diabetic cardiomyopathy,KEGG,4,0.1948,0.1801,0.0146,0.4678981027906498,-0.17,0.17,↑ in AD,0.9558258738150178,False,False,0.3298487157593527
GO:0008380,RNA splicing,GO:BP,3,-0.0121,-0.0336,0.0216,0.47270401765479575,-0.09,0.09,↑ in AD,0.9558258738150178,False,False,0.32541070648089615
GO:0098773,skin epidermis development,GO:BP,3,-0.143,-0.0929,-0.0501,0.47907353621955195,0.14,0.14,↓ in AD,0.9558258738150178,False,False,0.3195978186873542
REAC:R-HSA-69620,Cell Cycle Checkpoints,REAC,4,-0.0594,0.0,-0.0594,0.47945114954482815,0.1,0.1,↓ in AD,0.9558258738150178,False,False,0.3192556357589849
GO:0016866,intramolecular transferase activity,GO:MF,3,-0.0309,-0.056,0.0251,0.47945114954482815,-0.1,0.1,↑ in AD,0.9558258738150178,False,False,0.3192556357589849
GO:0006766,vitamin metabolic process,GO:BP,4,-0.057,-0.0764,0.0193,0.48860809880178535,-0.115,0.115,↑ in AD,0.9558258738150178,False,False,0.31103933876295975
WP:WP3594,Circadian rhythm genes,WP,3,0.1759,0.1273,0.0486,0.4894412976070627,-0.16,0.16,↑ in AD,0.9558258738150178,False,False,0.31029938895607856
GO:0002062,chondrocyte differentiation,GO:BP,3,-0.1056,-0.15,0.0443,0.4917931993171196,-0.14,0.14,↑ in AD,0.9558258738150178,False,False,0.30821748112692554
GO:0099513,polymeric cytoskeletal fiber,GO:CC,18,-0.1977,-0.144,-0.0537,0.4925889521396708,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.30751533281072563
GO:1990778,protein localization to cell periphery,GO:BP,7,-0.1982,-0.1663,-0.0319,0.4925889521396708,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.30751533281072563
GO:0051251,positive regulation of lymphocyte activation,GO:BP,6,-0.1873,-0.1551,-0.0322,0.4936093015560087,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.3066166650680354
GO:0043030,regulation of macrophage activation,GO:BP,3,-0.3023,-0.2533,-0.049,0.49433440727263656,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.3059791601874234
GO:0031093,platelet alpha granule lumen,GO:CC,17,0.3092,0.2895,0.0197,0.49529644047640675,-0.16,0.16,↑ in AD,0.9558258738150178,False,False,0.3051347931300204
GO:0030424,axon,GO:CC,9,0.3047,0.3387,-0.0339,0.49529644047640675,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.3051347931300204
GO:0034366,spherical high-density lipoprotein particle,GO:CC,4,0.1314,0.1482,-0.0168,0.49529644047640675,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.3051347931300204
GO:0043025,neuronal cell body,GO:CC,9,0.1925,0.1819,0.0106,0.49529644047640675,-0.16,0.16,↑ in AD,0.9558258738150178,False,False,0.3051347931300204
WP:WP4969,RAS and bradykinin pathways in COVID 19,WP,6,0.1415,0.1621,-0.0206,0.49529644047640675,0.16,0.16,↓ in AD,0.9558258738150178,False,False,0.3051347931300204
GO:0016604,nuclear body,GO:CC,8,-0.0668,-0.0362,-0.0306,0.4953671485163049,0.15,0.15,↓ in AD,0.9558258738150178,False,False,0.3050727980956872
GO:0140640,"catalytic activity, acting on a nucleic acid",GO:MF,8,-0.0599,-0.0915,0.0317,0.5184437684059799,-0.135,0.135,↑ in AD,0.969330296716226,False,False,0.28529834129099846
GO:0006957,"complement activation, alternative pathway",GO:BP,10,0.169,0.1459,0.0231,0.5235290451686408,-0.15,0.15,↑ in AD,0.969330296716226,False,False,0.2810592188436944
GO:0010811,positive regulation of cell-substrate adhesion,GO:BP,5,0.0009,0.0336,-0.0327,0.5235290451686408,0.15,0.15,↓ in AD,0.969330296716226,False,False,0.2810592188436944
KEGG:04810,Regulation of actin cytoskeleton,KEGG,12,0.0626,0.0812,-0.0187,0.5235290451686408,0.15,0.15,↓ in AD,0.969330296716226,False,False,0.2810592188436944
GO:0008234,cysteine-type peptidase activity,GO:MF,6,0.3223,0.3016,0.0207,0.5235290451686408,-0.15,0.15,↑ in AD,0.969330296716226,False,False,0.2810592188436944
GO:0043393,regulation of protein binding,GO:BP,7,-0.1338,-0.1034,-0.0304,0.5235290451686408,0.15,0.15,↓ in AD,0.969330296716226,False,False,0.2810592188436944
GO:0001775,cell activation,GO:BP,25,0.0885,0.1125,-0.024,0.5235290451686408,0.15,0.15,↓ in AD,0.969330296716226,False,False,0.2810592188436944
GO:0001523,retinoid metabolic process,GO:BP,3,-0.0715,-0.0733,0.0018,0.5255740146826131,-0.14,0.14,↑ in AD,0.969330296716226,False,False,0.2793661152118396
GO:0006605,protein targeting,GO:BP,4,-0.0297,-0.0368,0.0071,0.5269001748474018,-0.09,0.09,↑ in AD,0.969330296716226,False,False,0.27827165731020814
REAC:R-HSA-6802952,Signaling by BRAF and RAF1 fusions,REAC,5,-0.1316,-0.1531,0.0215,0.5310044063410073,-0.14,0.14,↑ in AD,0.969330296716226,False,False,0.2749018750736251
GO:0007281,germ cell development,GO:BP,6,-0.0905,-0.0595,-0.031,0.5326331198584573,0.12,0.12,↓ in AD,0.969330296716226,False,False,0.2735718320304632
GO:0002456,T cell mediated immunity,GO:BP,3,0.0565,0.1045,-0.048,0.5378582524148874,0.145,0.145,↓ in AD,0.969330296716226,False,False,0.26933216356248796
