Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
10E8 light chain variable region,22338.57536,,5175.324325,20508.22203,,24104.09984,47112.19868,,,,,,,,,,,,,,,,,,37944.84641,,,,,
10E8 light chain variable region (IGL c3101_light_IGLV3-19_IGLJ2),11169.28768,,,10254.11102,,12052.04992,23556.09934,,,,,,,,,,,,,,,,,,18972.4232,,,,,
78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),,,1134.526313,,,,1401.725351,,,,,,,,,,,,,,,,,,,,,,1613.080425,
B cell receptor heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,103254.1598,,,,,,,
Cryocrystalglobulin CC1 heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,,,98855.68408,,,,,
Cryocrystalglobulin CC2 lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,,,34642.65586,,,,,,,
IG c1318_light_IGKV3-20_IGKJ2,,,66452.06426,4338.213894,,,15060.68471,,1634.272964,,,87193.72898,,,,,,66851.4768,,,,,,,,,71570.99455,,,32489.00499
IG c1321_light_IGKV3-11_IGKJ4,,,,,,,,122472.0899,,,,,,,,,,,,,,,,,,,,,,
IG c1322_light_IGKV3-20_IGKJ2,,,,,,,,,,,206122.5629,,,,,,253819.9886,,,,,,,,,,,,,
IG c1325_light_IGLV1-51_IGLJ1,,,,,,,,,,,,,12977.97981,,,,,,,17934.37114,,,,,,29904.15606,,,,
IG c1326_light_IGKV1-5_IGKJ1 (IG c1552_light_IGKV1-5_IGKJ1),,,,,,,,,,,,,,,,,,,,,,,,,,,129646.5314,,45450.90693,
IG c1327_heavy_IGHV3-21_IGHD3-3_IGHJ6,,,139837.3372,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1327_light_IGLV2-23_IGLJ2,,,7221.886857,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1330_light_IGLV1-40_IGLJ1,,,,,117014.0398,,,,,,,,,,,,,,,,,,,,,,,,46099.52423,
IG c1331_light_IGKV3-20_IGKJ1 (IG c1390_light_IGKV3-20_IGKJ1),,,,,,,314019.4508,,,,,,,,,,,,,,,,,,,,,,,
IG c1334_light_IGKV2D-29_IGKJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,65612.39334,,
IG c1338_light_IGLV6-57_IGLJ2,,,,,,,,,,,,,,8724.108858,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1339_light_IGLV1-40_IGLJ2,,,,,,,,,,21388.20074,,,,,,,,,,,,,,,,,,,,
IG c1345_light_IGKV1-5_IGKJ1,,,,,,,,,,,,,,,,,,,,,4586.497183,,,,,,,,,
IG c1350_light_IGLV3-21_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10156.10752,
IG c1352_heavy_IGHV1-46_IGHD3-3_IGHJ5,5796.01845,,,,,,,,,,,,,,,,,,,19635.03,,13663.81922,,,14186.54393,,,,,
IG c1356_heavy_IGHV4-31_IGHD6-19_IGHJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9284.933656,
IG c1361_heavy_IGHV3-7_IGHD3-3_IGHJ4,,,,,,,,,24233.19133,,,,,,,,,,,,,,,,,,,,,
IG c1361_light_IGKV1-12_IGKJ5,,12511.92289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1364_light_IGKV3-15_IGKJ2,,,,,,,,,,,,,,,28553.85679,,,,,,,,,,,,,,,
IG c1379_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,13776.45434,,,,,,,,,,,,,,
IG c137_heavy_IGHV3-30_IGHD3-9_IGHJ2,,,,,,,,,,,,72374.68504,,,,,,,,,,,,,,,,,,
IG c1381_heavy_IGHV3-64_IGHD2-2_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112351.1941
IG c1383_heavy_IGHV3-7_IGHD3-22_IGHJ5,,,,,,,,,,32538.45882,,52300.18849,,,,,,,49222.62727,,,,,,,55363.47669,,,56210.33226,
IG c1384_heavy_IGHV3-23_IGHD2-8_IGHJ4,4854.56782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1384_light_IGKV3-11_IGKJ4,,,,,,115369.2544,,,,,,,,235060.5341,,113085.8097,,,342707.3352,275802.3155,,,,,,104567.6003,124318.0608,,,
IG c1386_light_IGKV1-27_IGKJ1,17543.48578,,,,,13771.09872,,,,,,,,11133.59799,,,,,,,,,,,,,,,,
IG c138_light_IGLV2-11_IGLJ1,,,,,,,,32557.74813,,,,,,,,,,,,,,,,,,,,,,
IG c1393_heavy_IGHV1-2_IGHD3-9_IGHJ4,,,4912.405047,,,,,,,,,,,,,,,,,,,,2333.407671,,,,,,,
IG c1397_heavy_IGHV1-18_IGHD4-17_IGHJ6,,,,,,,,,20813.16971,,36473.65088,,,,,,,,,,,,,,,,,,,
IG c1400_heavy_IGHV4-39_IGHD1-26_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,3821.65773,,,
IG c1401_light_IGLV4-69_IGLJ2,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,785.342625,85.46379455,404.3226851,,,942.6834576,36.80427139,352.4897492,433.9698498
IG c1402_light_IGKV3-11_IGKJ5,,,44683.59817,,,,,40887.65178,,,,41296.99238,56451.1482,91534.66206,,,72255.33599,29612.6483,167435.4811,120424.9155,,,,,32885.18906,,68036.84041,,,
IG c1412_light_IGKV3-15_IGKJ4,,,,54453.82915,,,,,,,,,,,,,,,,,,,,,,,,,,11512.78254
IG c1414_light_IGKV3-11_IGKJ5 (IG c656_light_IGKV3-11_IGKJ5),,,,67462.84781,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1424_light_IGKV3-15_IGKJ1,,,,,,,61779.02287,,,,,,,,,,,,,,,,,,,,,,,
IG c1433_light_IGLV1-44_IGLJ2,,,,,,,,,,,,,,,,,,,,,,62192.75523,,,,43953.70784,,,,
IG c1447_heavy_IGHV3-15_IGHD3-3_IGHJ5,,,,,,,,,,,,,,,,,,,,,,,,,,151805.2702,,,,
IG c1448_heavy_IGHV3-48_IGHD5-24_IGHJ1 (IG c748_heavy_IGHV3-48_IGHD1-14_IGHJ1),,,10552.98305,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1453_light_IGKV3-11_IGKJ5 (IG c953_light_IGKV3-11_IGKJ5) (IG c985_light_IGKV3-11_IGKJ5),,,,,,,,,,,,,,,,,4175.251889,,,,,,,,,,,,,
IG c1458_light_IGKV2-30_IGKJ1,,,,,,,16335.0363,,,,,,,,,6970.251628,,,,,,,,,,,,,,
IG c145_heavy_IGHV1-18_IGHD3-16_IGHJ4,,,,,,,,,,,,,,,,,,,,11379.44,,,,,,,,,,
IG c145_heavy_IGHV4-34_IGHD3-16_IGHJ6 (IG c516_heavy_IGHV4-34_IGHD3-16_IGHJ6) (IG c760_heavy_IGHV4-34_IGHD3-16_IGHJ6) (IG c852_heavy_IGHV4-34_IGHD3-16_IGHJ6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0752301
IG c1464_heavy_IGHV3-33_IGHD3-22_IGHJ4,,,,,,,,16283.40044,,,,,,,,,,,,,,,,,,,,,,
IG c1465_light_IGLV3-19_IGLJ3,,,,,,,,,,,,,,,7147.698129,,,,,,,,,,,,,,,
IG c1466_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17377.495,
IG c1471_heavy_IGHV3-49_IGHD6-19_IGHJ1,,,53313.67929,,,,,,,,,,,29531.44651,,,,,,,,,,,,,,,,34604.54928
IG c1476_heavy_IGHV3-7_IGHD4-11_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564.348974,
IG c1476_light_IGLV2-8_IGLJ1,,,,,,,,,,,,,,,,,,,,,,,,367.5478419,,,,,,
IG c1477_light_IGLV1-44_IGLJ1,,,,,,,,,,,,,,,,,125095.3829,,,,,,,,,,,,,
IG c1478_light_IGLV2-11_IGLJ2,,,,,,,,32357.21182,,,,,,,15261.47477,,60902.40437,,6849.930075,,,,,,,,,,9090.948686,
IG c1479_heavy_IGHV4-61_IGHD3-16_IGHJ6,,,5886.074567,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c147_light_IGKV1-12_IGKJ1,,,,,,,13526.37778,,,,,,,8928.17784,,,,,,,,,,,,,,,,
IG c1483_heavy_IGHV1-46_IGHD6-13_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,111346.2475,114395.5546,,107598.1797,
IG c1485_light_IGLV3-25_IGLJ2,,,74646.49265,,,,,,,,,,,,,28342.24622,,,,,10559.91462,,,,,,,,,
IG c1489_light_IGKV1D-33_IGKJ3,,,,,,,,,,,,,,,,,,,,174426.7003,,,,,64135.06711,,,,,
IG c148_heavy_IGHV5-51_IGHD1-7_IGHJ2,151683.8664,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c1492_heavy_IGHV1-18_IGHD2-2_IGHJ6 (IG c1676_heavy_IGHV1-18_IGHD2-2_IGHJ6) (IG c438_heavy_IGHV1-18_IGHD2-2_IGHJ6),,,,,,,,,,,,,,43157.45101,,,,,,,,,,,,111359.2365,,,,
IG c1492_light_IGKV3-20_IGKJ1 (IG c1676_light_IGKV3-20_IGKJ1) (IG c438_light_IGKV3-20_IGKJ1),,,,,,,,,,,,,,,,,,,,,,,,,,,,221990.5763,,
IG c1493_light_IGKV3-11_IGKJ4,,,,18087.43813,,,,,,,,,,,,,,,,,,43660.63556,,,,,,,,
IG c149_heavy_IGHV3-9_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,13040.49457,,,,,,,,,,,,
IG c1501_light_IGKV2D-28_IGKJ3,,,,,,,,,,,,18989.99023,,,,,,,,62778.49,,,81585.6257,,,15078.98271,21269.57792,28701.0358,33956.61925,
IG c150_light_IGKV4-1_IGKJ4,,,,,,,5498.050247,,,,,,,,,,,,11151.17017,,22577.62673,,,16694.74759,,,,,,
IG c1510_heavy_IGHV3-7_IGHD5-12_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,12872.60495,,
IG c1512_heavy_IGHV1-8_IGHD7-27_IGHJ4,2855.127935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c151_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,48090.14532,,,,,
IG c1520_light_IGKV3-15_IGKJ2,,,81937.37535,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1521_heavy_IGHV5-51_IGHD2-21_IGHJ4,17107.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1522_light_IGKV3-20_IGKJ1,,53091.34667,,,,,,,,,,,,,,,,,,,,127559.9967,,,,,,,,
IG c1525_light_IGLV3-21_IGLJ2,,,,,,,,,,7866.193123,,,,,,,,,,,,,,,,,,,,
IG c1526_heavy_IGHV3-7_IGHD3-3_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,13763.7922,,,,,,
IG c152_heavy_IGHV5-51_IGHD6-19_IGHJ5,,,,,,,,,,,,,,,,,,,,,,,41532.88645,,,,,,,
IG c152_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,,,175682.6821,,,,,,,,
IG c1532_heavy_IGHV3-33_IGHD3-22_IGHJ4,,,,,,,,,,,37113.83394,,,,,,,37745.40526,,,,,,,,,,,,
IG c1532_light_IGKV1-5_IGKJ2,,,,,,7332.179738,,,,,,,,,,,,7614.414735,8194.176192,,,13357.30451,,,,,,,,
IG c1534_heavy_IGHV1-8_IGHD2-21_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,3470.685526,,,,3064.63372,,
IG c1534_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,,,6647.224438,,,,,,,,,,,,,,
IG c1542_heavy_IGHV4-39_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.6775129
IG c1547_light_IGLV1-40_IGLJ3,,,,,118265.4965,,,,,,,,,,,,,,,,,,,,,,,,46099.52423,
IG c1548_light_IGKV1-9_IGKJ4,,,,,,,,,,,,11157.57997,,,,,,,,,,,,,,,,,,
IG c1550_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,,6653.001758,,,,,,,4134.2904,,,,,,12348.90889,
IG c1553_heavy_IGHV3-7_IGHD3-16_IGHJ5,67816.72258,,,,,,,,,,,183250.5781,,,,,,,,,,133659.3867,310499.6055,,,,231717.6371,,,
IG c1554_light_IGKV3-11_IGKJ5,,,,,,,,,,,,,,,,48006.1642,,,176141.6892,,,,,,,,,,,
IG c1558_heavy_IGHV3-30_IGHD3-3_IGHJ6,,,,,,13740.69417,,,,,,,,,,,,,,75337.44,,,,,,,,,,
IG c155_heavy_IGHV1-2_IGHD7-27_IGHJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13287.78993,
IG c1560_light_IGLV2-14_IGLJ3,,,,,,,,,,,,,,,,,,,,,,12952.86847,,,,,,,,
IG c1566_heavy_IGHV3-21_IGHD3-3_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88480.62298
IG c1569_light_IGKV2-28_IGKJ4,,,777.2015908,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1570_light_IGKV3-11_IGKJ3,,,,,,,,,,,102599.9454,,,,,,,,,,86378.86713,,,,,,125761.384,,,
IG c1571_heavy_IGHV4-59_IGHD3-10_IGHJ4,,,,,,,,,,,,,,,,,,,,,13387.0411,,,,,,,,,
IG c1577_heavy_IGHV4-39_IGHD5-18_IGHJ2,,,,,,,,,,,,,,,,,,,,41901.49,,,,,,,,,,
IG c1583_heavy_IGHV4-39_IGHD1-26_IGHJ3,,,,,,,,,,,,,,,,,,,,,,,,,6439.209496,,,,,
IG c1583_light_IGKV2D-28_IGKJ2,197863.4595,,,,,,,,,,,141247.0326,,,,47162.06085,,,,,,,369443.4323,,,,,146755.1414,,
IG c1585_light_IGLV3-21_IGLJ2,,,,,,,62675.97071,,,,,,,,,111978.4439,,,,,,,,,,,,,,
IG c158_heavy_IGHV5-51_IGHD4-23_IGHJ5,,,,,,,,,,,,,,,,,2816.433328,13801.92943,,,,,,,,,,,,
IG c158_light_IGKV1D-13_IGKJ1 (IG c76_light_IGKV1D-13_IGKJ1),,,,7684.282405,,21176.10438,,,,,,,,,,,,,,,,,,,,,,,14061.08535,
IG c158_light_IGLV3-19_IGLJ2,,,,,,,,742.4050631,,,,,,,,,,,,,,,,,,,,,,
IG c15_heavy_IGHV3-74_IGHD3-9_IGHJ4,16512.83021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c15_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,211271.621,,
IG c1601_light_IGLV3-21_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,785.0782273,,,
IG c1602_light_IGKV1D-13_IGKJ3,,,,,,,,,,,,,,730.9327626,,,,,,,,,,,4646.915513,,,,,
IG c1606_light_IGKV4-1_IGKJ2,,,,,,,,,,,149.648537,,,,,,,,,,,,,,,,,,,
IG c1608_heavy_IGHV3-33_IGHD3-9_IGHJ4,,,,,,,,,,,,,,,,,,1889.20261,,,,,,,,,,,,
IG c1609_heavy_IGHV3-21_IGHD3-10_IGHJ4,,,,,,,,,,,,16562.55805,,,,,,17203.92928,,,,,,,,,,,,
IG c160_light_IGKV3-20_IGKJ4,,,,,,,196396.4371,,,,,,,,,,,,,,,,,,,,,,,
IG c1611_heavy_IGHV3-33_IGHD3-22_IGHJ4,,,,,,,,,,,,,,,,,,,,40164.07,,,,,,,,,,
IG c1619_light_IGKV3-11_IGKJ4 (IG c551_light_IGKV3-11_IGKJ4) (IGL c1273_light_IGKV3-11_IGKJ4),,,128282.7756,72802.33323,,,,,,,,,,,,,,,,275448.6355,,159013.931,,,,109526.5651,,,,92969.71502
IG c161_heavy_IGHV3-48_IGHD6-6_IGHJ4,,,,,,,30755.24543,12100.81171,,,,,,,,11400.65739,18209.12769,29133.74559,,63131.68,,,101692.1985,,20618.34349,77029.09867,53572.18646,46920.15815,39599.80993,28912.33879
IG c1621_heavy_IGHV3-49_IGHD2-2_IGHJ5,,,,,,,,,,,,,,,,,,,,50609.98781,,,,,,28368.01499,,,,
IG c1642_light_IGLV3-9_IGLJ1,,,,,,,,,,,,,,,,,,20750.07004,,,,,,,,,30843.57918,,,
IG c1643_heavy_IGHV3-48_IGHD2-21_IGHJ6,,,,,,,,,,,35678.42294,,,,18077.67263,,,,,,,,,,,,,,42203.8549,
IG c1649_heavy_IGHV3-33_IGHD1-26_IGHJ6,,,,,,,,,,,,,,,,,,,,83771.8622,,,,,,,,,,
IG c1649_light_IGKV3-15_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,31620.46044,,,,,
IG c1654_light_IGLV3-25_IGLJ3,,,,,,,,,,,,,,,,,,,,,,77707.93129,,,,,,,,
IG c165_light_IGKV1D-33_IGKJ4,15813.3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1660_heavy_IGHV4-34_IGHD5-5_IGHJ6,,,,,705.0728762,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1663_heavy_IGHV1-18_IGHD3-9_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,21643.01242,,,,,,,
IG c1667_heavy_IGHV4-39_IGHD6-13_IGHJ4,,,,,,,,,,,,2112.583237,,,,,,,,,,,,,,,,,,
IG c166_heavy_IGHV3-74_IGHD1-7_IGHJ2,,,,5488.900131,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1689_heavy_IGHV3-23_IGHD5-18_IGHJ4,,,,,,,,,,,,,,,9802.704217,,,,,,,,,,,,,,,
IG c1689_light_IGLV3-21_IGLJ1,,,,,,,,,,8132.621203,,,,,,,,,,,,,,,,,,,,
IG c168_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,,,,,,,,18262.87826,,,,,,,,111135.5355,21793.91219,,,33829.16229,,,23877.1493
IG c1690_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,,,,,87466.7316,,,,,,,,,,,,79037.14097
IG c1695_light_IGLV1-47_IGLJ2,,,71915.66146,,45828.06109,,,,47078.67644,,,27822.00244,41543.53599,98001.24448,,,127171.7762,,,,,,,,,,29080.33366,,40107.36461,
IG c169_light_IGLV3-10_IGLJ3,,,,,70076.02131,,,,,,,,,69356.1893,,,,,,,,,,,,,,,,
IG c16_light_IGKV1-5_IGKJ1,,,,,,,,,17200.54874,,,43942.81475,,,,,,,,,,,,,51270.97482,,,,,
IG c1700_light_IGLV2-23_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,1937.93685,,,,
IG c1701_light_IGKV2D-28_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,41050.47385,,,,,
IG c1705_light_IGKV3-11_IGKJ1,,878.4383334,,,,,,,,2715.978852,,,,,16206.14091,,,3543.013386,,,,,,,,6548.179104,,,,
IG c1706_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,,,,,,,25089.4924,,,,,,,,,,,
IG c1707_heavy_IGHV3-15_IGHD1-7_IGHJ5,,,152271.9266,,,,,,,,,,,,,,,,133724.978,,37355.49692,,,,,,129339.0434,,,76238.60234
IG c1708_heavy_IGHV5-51_IGHD1-1_IGHJ4,,,,,,,,,,63348.12359,,,,,,,,,,,79352.51182,,,,,85054.80486,,,,
IG c1712_heavy_IGHV3-23_IGHD4-11_IGHJ4 (IG c21_heavy_IGHV3-23_IGHD4-11_IGHJ4),,,,,,92224.51716,,,,,,,,,,,,,,,,,,,,,,,,
IG c1713_heavy_IGHV3-66_IGHD5-18_IGHJ5,,,,,,,,,,,44545.38401,,,,,,,,,,,,,,,,,,,
IG c1732_heavy_IGHV3-30_IGHD5-12_IGHJ4,,,,,,,,,,6561.111932,,,,,,,,28451.04542,,,,,,,10119.38752,21562.10886,,,11655.96177,
IG c173_heavy_IGHV3-7_IGHD3-10_IGHJ6,,,,,,,,,,,,,,,,,15410.86201,,,78034.52,,,,,,,,,,
IG c1742_light_IGKV1-5_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,39466.48118,,,,,
IG c1745_heavy_IGHV5-51_IGHD1-26_IGHJ4,,,31593.87608,,,,,,,,15988.77618,,,,,,,,,,,,23882.79982,,,,,,,
IG c174_light_IGLV1-51_IGLJ3,,,4962.670586,,2150.705511,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1751_heavy_IGHV3-13_IGHD3-3_IGHJ2,,,,,,,,,,,,,,,,,,150.33332,,,,,,,,,,,,
IG c175_heavy_IGHV3-30_IGHD2-8_IGHJ6,,,,,,,,952.879072,,,,,,,,,,,,,,,,,,,,,,
IG c175_light_IGKV1-9_IGKJ4,,,,,,,,,,,,,,,,8267.825777,,,,,,,,,12175.75922,,,,,
IG c176_light_IGLV4-69_IGLJ1,,,,,1342.782872,,,,,,,,824.5873362,,,853.0094503,,,,,,,85.46379455,,,,942.6834576,36.80427139,,
IG c1772_light_IGKV2D-28_IGKJ3,,,,,,,,,,,,,,,,,,,,,,131585.0085,,,,,,,,
IG c1774_light_IGLV1-51_IGLJ2,38226.78931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1788_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,153702.3711,,,,,,,,,,,,,,,,166915.6202,
IG c1795_light_IGKV3-15_IGKJ4,,,,,,,,,,,,,,,845.4404563,,,,,,,,,,,,,,,
IG c180_light_IGKV3-20_IGKJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,25270.81771,,,
IG c1813_heavy_IGHV1-18_IGHD3-3_IGHJ5,,,,,,,,,,,,141776.6486,,,,,,,,,,,,84299.01716,,,,,,
IG c1844_heavy_IGHV3-23_IGHD3-22_IGHJ2,,,,,,,,,,,,,,,,,,19740.49569,,,,24122.92758,,,,27601.08546,,,17892.77483,
IG c184_light_IGKV2D-29_IGKJ5,,,,,,12487.01121,,,,1340.70219,,,,,,,,,,,,,3398.434204,,,950.2687395,,742.74447,,4778.944177
IG c1860_light_IGLV8-61_IGLJ3,,,3353.077798,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1865_heavy_IGHV6-1_IGHD3-22_IGHJ4,14072.06183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c186_light_IGLV1-44_IGLJ2,,36195.618,83297.94934,,,,,,,,,,42204.31335,,,,,,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c188_light_IGKV3-15_IGKJ2,54546.57393,,,,,,,,,,,,26679.0906,80037.34694,,,,,,,,,,,,,,,,
IG c18_light_IGLV3-21_IGLJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4337.388006,
IG c1911_light_IGLV1-40_IGLJ2,14445.45506,,,,,,,,,,11392.48958,,,,,,,,,,,,,,,,,,,
IG c1918_light_IGLV1-51_IGLJ3,16696.36943,,,,3625.639877,1509.702133,,4023.97243,5656.79631,3467.488315,,,,,,,,,,,,,,,,,,,,1741.796001
IG c192_light_IGLV2-18_IGLJ1,,,,,,,,,,,,,,,,18700.62825,,,,,,,,,,,,,,
IG c193_heavy_IGHV1-18_IGHD3-16_IGHJ4,11582.16577,7955.940677,,,,14791.35875,,,,,,,,,,,,,,,,,,,,,,,,
IG c193_light_IGKV3-11_IGKJ4,,,,,,,,,26757.71934,,,,,,87430.08751,,,,,,,,,,,,,,,
IG c1940_light_IGLV1-40_IGLJ2,,,,,,,,,,,,,,,,,,,,,22558.49405,,,16499.3916,,,,,,
IG c197_light_IGLV2-11_IGLJ1,,,,,,,,32357.21182,,,,,,,,,60902.40437,,6849.930075,,,,,,,,,,9090.948686,
IG c1_light_IGKV3D-15_IGKJ3,,,,,,16470.66277,,,,,,,,,,,,,,,,,,,,,,,,
IG c200_heavy_IGHV4-59B_IGHD3-3_IGHJ6,,,,,,,,,,,,,,,,,,,,,,,19571.4869,,,,,,,
IG c202_light_IGLV8-61_IGLJ3,,,,,5572.511774,3608.898373,,4677.512412,,1617.455403,,5818.75546,6025.810189,,638.839417,7331.688066,5481.758928,,,,8327.608479,,20508.22203,,5946.460176,11118.60755,5736.951202,8815.801017,5478.486443,6016.284313
IG c208_light_IGKV4-1_IGKJ3,,,,,,,,,,,,,,,,,,,,,,,,,66537.82028,,,,,
IG c209_heavy_IGHV1-69_IGHD4-23_IGHJ4 (IG c620_heavy_IGHV1-69_IGHD3-3_IGHJ4),,,,,,,654.6353689,,,,,,,,572.3757708,,,,,,,,,,,,,,,
IG c209_light_IGLV3-21_IGLJ3,,,,,,,,,,,,,,,,,,,,99559.19774,,,,,,,,,,
IG c210_light_IGKV1-5_IGKJ2,,,,,,,,,,,,,,,,,,,,,30072.23873,,,,,,,,,
IG c214_heavy_IGHV3-33_IGHD5-12_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,32081.45868,,,,
IG c214_light_IGKV1-33_IGKJ5,,,,,,91744.69411,57699.59215,,28925.63016,,,,,,,,,,,,,139170.9772,,,61884.79099,,215415.9041,,,
IG c218_light_IGKV1D-13_IGKJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,20147.95303,,,
IG c21_light_IGKV3-11_IGKJ4 (IG c371_light_IGKV3-11_IGKJ4) (IG c95_light_IGKV3-11_IGKJ4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,128265.5653,
IG c220_heavy_IGHV3-49_IGHD2-2_IGHJ3,,,,,,,,,,,,,,,,,,,,50609.98781,,,,,,,,,,
IG c220_light_IGKV2D-29_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,438.6313997,,,,,,,
IG c223_heavy_IGHV4-31_IGHD6-19_IGHJ4,,,9483.895003,,,,,,,3078.008447,,,,,,,,,,,26009.03317,,,,5614.846889,,,,,
IG c224_light_IGKV4-1_IGKJ1,,,,,,,,,,,,,,,,,,,15537.14605,,,,,,,,,,,
IG c225_heavy_IGHV3-21_IGHD5-18_IGHJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.07164,,,
IG c226_heavy_IGHV3-23_IGHD5-24_IGHJ4,17957.52618,,,18470.69589,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c226_light_IGKV1-5_IGKJ2,,,,,,,,,,,,,,,,,,,169.8507189,,,,,,,,,,,
IG c228_heavy_IGHV3-48_IGHD1-7_IGHJ3,,,123480.1389,,,,,,,,,,,,,,,25380.08056,,,,,,,,,,,,
IG c230_light_IGKV1-9_IGKJ3,,,,542.881056,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c232_heavy_IGHV3-15_IGHD1-1_IGHJ5,,,,,,,,,,,,,,,,,168655.0454,,,,,,,,,,,,,
IG c236_light_IGKV3-20_IGKJ1,,,165050.0939,,,,,,,,,,,,,203908.0196,,,269521.8074,,,150995.6717,,83119.66918,,204411.9572,,,,
IG c238_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21775.25199,,
IG c238_light_IGLV2-14_IGLJ1,,,3701.46145,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c239_light_IGKV1-5_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106.385641
IG c242_heavy_IGHV3-48_IGHD3-10_IGHJ6,,,,,,,25697.64826,,,,,,,,,,,,,,,,,,,,,,,
IG c246_light_IGKV3-15_IGKJ2,,,93089.30405,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c248_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,248175.1724,,,,,,,,,,,
