,pathway_name,source,n_genes,mean_AD,mean_Ctrl,diff
GO:0007098,centrosome cycle,GO:BP,4,-0.030415085130678914,-0.003375478952287675,-0.02703960617839124
GO:0009986,cell surface,GO:CC,24,0.0492070441397777,0.0762171940077322,-0.027010149867954504
GO:1901135,carbohydrate derivative metabolic process,GO:BP,23,0.06201818972576571,0.03521504123888457,0.026803148486881145
GO:0051051,negative regulation of transport,GO:BP,9,0.11515693974433663,0.08842740134574031,0.02672953839859632
GO:0050673,epithelial cell proliferation,GO:BP,16,0.13256346805866687,0.10586666682167026,0.02669680123699661
GO:0015931,nucleobase-containing compound transport,GO:BP,3,-0.026626795408234948,0.0,-0.026626795408234948
GO:0090068,positive regulation of cell cycle process,GO:BP,5,-0.20026577491769437,-0.2266426663052706,0.026376891387576235
GO:0045787,positive regulation of cell cycle,GO:BP,5,-0.20026577491769437,-0.2266426663052706,0.026376891387576235
GO:1903076,regulation of protein localization to plasma membrane,GO:BP,4,-0.14807814465019772,-0.12176985476540007,-0.02630828988479765
GO:0050678,regulation of epithelial cell proliferation,GO:BP,15,0.1333764600339868,0.10708245911018628,0.026294000923800506
GO:0040007,growth,GO:BP,17,0.13267300529710407,0.10641376448693365,0.02625924081017042
GO:0065008,regulation of biological quality,GO:BP,68,0.13045440528699295,0.15666781283214762,-0.026213407545154666
GO:0032501,multicellular organismal process,GO:BP,139,0.023569103207400858,0.04974943349141288,-0.02618033028401202
GO:0007162,negative regulation of cell adhesion,GO:BP,7,0.03858373090356519,0.012422557935094381,0.02616117296847081
GO:0006887,exocytosis,GO:BP,5,-0.09103902085462978,-0.11717235748050805,0.026133336625878273
GO:0070374,positive regulation of ERK1 and ERK2 cascade,GO:BP,7,0.08344886202532928,0.05734207832477042,0.026106783700558862
GO:0005200,structural constituent of cytoskeleton,GO:MF,7,-0.13618890247330798,-0.11008411478426541,-0.026104787689042563
GO:0043679,axon terminus,GO:CC,3,-0.10608993587411375,-0.08011874829513221,-0.025971187578981536
GO:0150034,distal axon,GO:CC,3,-0.10608993587411375,-0.08011874829513221,-0.025971187578981536
GO:0044306,neuron projection terminus,GO:CC,3,-0.10608993587411375,-0.08011874829513221,-0.025971187578981536
GO:0051254,positive regulation of RNA metabolic process,GO:BP,15,0.05166725418714535,0.02574194019006727,0.02592531399707808
GO:0045893,positive regulation of DNA-templated transcription,GO:BP,15,0.05166725418714535,0.02574194019006727,0.02592531399707808
GO:1902680,positive regulation of RNA biosynthetic process,GO:BP,15,0.05166725418714535,0.02574194019006727,0.02592531399707808
GO:0034762,regulation of transmembrane transport,GO:BP,7,-0.20093181772705931,-0.17500924342488036,-0.025922574302178952
REAC:R-HSA-168255,Influenza Infection,REAC,3,-0.0258603989454494,0.0,-0.0258603989454494
GO:0010498,proteasomal protein catabolic process,GO:BP,7,0.1509246000676049,0.12507237667372084,0.025852223393884072
REAC:R-HSA-9709957,Sensory Perception,REAC,14,0.1495704663609682,0.17541587555036986,-0.025845409189401647
REAC:R-HSA-392499,Metabolism of proteins,REAC,52,0.22183331959766628,0.24755241143568357,-0.025719091838017294
GO:1990904,ribonucleoprotein complex,GO:CC,4,-0.08549526247312392,-0.059819357966875396,-0.02567590450624852
GO:0003013,circulatory system process,GO:BP,20,0.09986211727677224,0.12541458876719727,-0.025552471490425027
GO:0004518,nuclease activity,GO:MF,4,-0.08442760942760943,-0.058880041544054004,-0.02554756788355543
GO:0070085,glycosylation,GO:BP,3,-0.025,-0.05050616893388169,0.02550616893388169
GO:0043413,macromolecule glycosylation,GO:BP,3,-0.025,-0.05050616893388169,0.02550616893388169
GO:0009100,glycoprotein metabolic process,GO:BP,3,-0.025,-0.05050616893388169,0.02550616893388169
GO:0009101,glycoprotein biosynthetic process,GO:BP,3,-0.025,-0.05050616893388169,0.02550616893388169
GO:0006486,protein glycosylation,GO:BP,3,-0.025,-0.05050616893388169,0.02550616893388169
GO:0004806,triacylglycerol lipase activity,GO:MF,3,0.28442483991763823,0.2589216131669511,0.025503226750687114
REAC:R-HSA-8980692,RHOA GTPase cycle,REAC,4,-0.18034976501297012,-0.2058314479392515,0.02548168292628139
GO:0045859,regulation of protein kinase activity,GO:BP,10,0.12070849826425807,0.09532246657904349,0.025386031685214583
GO:0043549,regulation of kinase activity,GO:BP,10,0.12070849826425807,0.09532246657904349,0.025386031685214583
REAC:R-HSA-166786,Creation of C4 and C2 activators,REAC,9,-0.013386936019612435,0.011934716252409605,-0.02532165227202204
GO:0009755,hormone-mediated signaling pathway,GO:BP,3,-0.011853205050135996,-0.03713616271297142,0.02528295766283542
GO:0141193,nuclear receptor-mediated signaling pathway,GO:BP,3,-0.011853205050135996,-0.03713616271297142,0.02528295766283542
GO:0030449,regulation of complement activation,GO:BP,7,0.34253674032797665,0.367809539007674,-0.02527279867969734
GO:0016866,intramolecular transferase activity,GO:MF,3,-0.030909090909090914,-0.05601392970527689,0.025104838796185976
GO:1901265,nucleoside phosphate binding,GO:MF,36,-0.11780995851201737,-0.142881213802518,0.025071255290500638
GO:0017076,purine nucleotide binding,GO:MF,36,-0.11780995851201737,-0.142881213802518,0.025071255290500638
GO:0000166,nucleotide binding,GO:MF,36,-0.11780995851201737,-0.142881213802518,0.025071255290500638
GO:0051094,positive regulation of developmental process,GO:BP,26,0.04726699611978934,0.02224778233867153,0.025019213781117808
GO:0097485,neuron projection guidance,GO:BP,5,-0.06108008743252737,-0.036086956521739134,-0.02499313091078824
GO:0007411,axon guidance,GO:BP,5,-0.06108008743252737,-0.036086956521739134,-0.02499313091078824
GO:0072665,protein localization to vacuole,GO:BP,3,-0.024990325519398678,0.0,-0.024990325519398678
GO:0072666,establishment of protein localization to vacuole,GO:BP,3,-0.024990325519398678,0.0,-0.024990325519398678
GO:0008015,blood circulation,GO:BP,19,0.10042512365108361,0.12541458876719727,-0.024989465116113663
GO:0009893,positive regulation of metabolic process,GO:BP,62,0.06385828878184477,0.08884775034343015,-0.02498946156158538
GO:1903530,regulation of secretion by cell,GO:BP,10,0.16649707556853682,0.14153418503794954,0.024962890530587284
GO:0051247,positive regulation of protein metabolic process,GO:BP,23,0.17026585612338843,0.1453078713873674,0.02495798473602104
GO:2001235,positive regulation of apoptotic signaling pathway,GO:BP,3,0.134423180090254,0.10950460354900367,0.024918576541250334
GO:0072006,nephron development,GO:BP,3,0.1847538577906777,0.15988594486313681,0.024867912927540897
GO:0001822,kidney development,GO:BP,3,0.1847538577906777,0.15988594486313681,0.024867912927540897
GO:0072001,renal system development,GO:BP,3,0.1847538577906777,0.15988594486313681,0.024867912927540897
REAC:R-HSA-5686938,Regulation of TLR by endogenous ligand,REAC,5,-0.23078711376889535,-0.2556048685899811,0.024817754821085752
GO:0016607,nuclear speck,GO:CC,3,-0.00805084745762712,-0.032845618475166094,0.024794771017538974
GO:0071692,protein localization to extracellular region,GO:BP,8,0.1585661479870131,0.13377757272004778,0.024788575266965318
GO:0035592,establishment of protein localization to extracellular region,GO:BP,8,0.1585661479870131,0.13377757272004778,0.024788575266965318
REAC:R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),REAC,14,0.11154726475560028,0.13631382034407785,-0.024766555588477568
GO:0009306,protein secretion,GO:BP,7,0.16125098745178518,0.13648851325373354,0.024762474198051637
GO:0050708,regulation of protein secretion,GO:BP,7,0.16125098745178518,0.13648851325373354,0.024762474198051637
GO:0060485,mesenchyme development,GO:BP,6,0.09038687127756831,0.1150570662839604,-0.024670195006392087
GO:0060612,adipose tissue development,GO:BP,3,-0.027982237308200514,-0.003375478952287675,-0.02460675835591284
REAC:R-HSA-5688426,Deubiquitination,REAC,4,-0.08439907608697997,-0.059819357966875396,-0.024579718120104573
GO:0010755,regulation of plasminogen activation,GO:BP,5,-0.19261123754220474,-0.1680843427362651,-0.024526894805939642
GO:0001818,negative regulation of cytokine production,GO:BP,7,0.019719942016742976,-0.004793255595160724,0.024513197611903702
GO:0006139,nucleobase-containing compound metabolic process,GO:BP,48,0.047001987212901865,0.022579779329778248,0.024422207883123617
GO:0043269,regulation of monoatomic ion transport,GO:BP,7,-0.19448941728298585,-0.21877486051462616,0.024285443231640308
GO:0010959,regulation of metal ion transport,GO:BP,7,-0.19448941728298585,-0.21877486051462616,0.024285443231640308
GO:0045184,establishment of protein localization,GO:BP,28,0.11252098384089275,0.08837768244835445,0.0241433013925383
GO:0005125,cytokine activity,GO:MF,4,-0.03024303562718488,-0.006149758496537776,-0.0240932771306471
GO:0005768,endosome,GO:CC,22,0.17277896923415728,0.19686723924883637,-0.024088270014679086
GO:0016485,protein processing,GO:BP,20,0.1053455343486123,0.12938774398224756,-0.024042209633635264
GO:0042326,negative regulation of phosphorylation,GO:BP,7,0.1679263883856018,0.1439265598622521,0.023999828523349698
GO:0001775,cell activation,GO:BP,25,0.08853737138959193,0.11252621825819023,-0.0239888468685983
GO:0008544,epidermis development,GO:BP,7,-0.1876222096443665,-0.163662359006478,-0.023959850637888497
GO:0043588,skin development,GO:BP,7,-0.1876222096443665,-0.163662359006478,-0.023959850637888497
GO:0045596,negative regulation of cell differentiation,GO:BP,16,-0.055826583914712305,-0.03187612670152941,-0.023950457213182896
GO:0043395,heparan sulfate proteoglycan binding,GO:MF,4,0.2349227278295991,0.21098724650934692,0.023935481320252194
GO:0070372,regulation of ERK1 and ERK2 cascade,GO:BP,8,0.07811886993285563,0.05421113123465275,0.023907738698202882
GO:0045732,positive regulation of protein catabolic process,GO:BP,9,0.16193979224934224,0.13808939249283184,0.023850399756510404
GO:0032940,secretion by cell,GO:BP,11,0.15775699537930765,0.13393681809432123,0.02382017728498642
KEGG:04148,Efferocytosis,KEGG,7,0.03812227449819333,0.06188656761667316,-0.02376429311847983
GO:1901292,nucleoside phosphate catabolic process,GO:BP,4,-0.07314864280104923,-0.09685359538798857,0.023704952586939346
GO:0009261,ribonucleotide catabolic process,GO:BP,4,-0.07314864280104923,-0.09685359538798857,0.023704952586939346
GO:0009166,nucleotide catabolic process,GO:BP,4,-0.07314864280104923,-0.09685359538798857,0.023704952586939346
GO:0033500,carbohydrate homeostasis,GO:BP,7,-0.13049239829095277,-0.10679643552853273,-0.023695962762420045
GO:0042593,glucose homeostasis,GO:BP,7,-0.13049239829095277,-0.10679643552853273,-0.023695962762420045
GO:0046906,tetrapyrrole binding,GO:MF,5,0.11049354289069364,0.13418198366063191,-0.02368844076993827
GO:0020037,heme binding,GO:MF,5,0.11049354289069364,0.13418198366063191,-0.02368844076993827
REAC:R-HSA-3371556,Cellular response to heat stress,REAC,3,-0.027030183868419155,-0.003375478952287675,-0.023654704916131482
REAC:R-HSA-3371453,Regulation of HSF1-mediated heat shock response,REAC,3,-0.027030183868419155,-0.003375478952287675,-0.023654704916131482
GO:0031400,negative regulation of protein modification process,GO:BP,8,0.16757179353393561,0.1439265598622521,0.023645233671683502
GO:0009888,tissue development,GO:BP,41,0.03511113714323922,0.011477657460219977,0.023633479683019244
REAC:R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,REAC,3,-0.02324110671936759,0.0003875968992248055,-0.023628703618592397
GO:0015031,protein transport,GO:BP,23,0.11323667909486175,0.08962246025981975,0.023614218835042
KEGG:05020,Prion disease,KEGG,14,0.026101831092843964,0.049711967858821926,-0.023610136765977962
GO:0008009,chemokine activity,GO:MF,3,-0.03024303562718488,-0.006665792382138542,-0.023577243245046335
GO:0042379,chemokine receptor binding,GO:MF,3,-0.03024303562718488,-0.006665792382138542,-0.023577243245046335
GO:0051495,positive regulation of cytoskeleton organization,GO:BP,6,0.1132589815031225,0.1368093389515334,-0.023550357448410913
GO:0051640,organelle localization,GO:BP,6,-0.10852779129642129,-0.08502685509907668,-0.023500936197344613
GO:0031982,vesicle,GO:CC,142,0.22457053468470742,0.248062846939124,-0.023492312254416586
WP:WP5470,Effect of omega 3 PUFA on Huntington 39 s disease pathways,WP,7,0.12069228147628544,0.09721474920656742,0.02347753226971802
WP:000000,WIKIPATHWAYS,WP,170,0.15458994306668947,0.17805263847410574,-0.023462695407416273
GO:0021537,telencephalon development,GO:BP,3,-0.2243069342809974,-0.24775286231625784,0.023445928035260438
GO:0043583,ear development,GO:BP,4,0.07461675760892897,0.09796884332691928,-0.023352085717990315
GO:0048839,inner ear development,GO:BP,4,0.07461675760892897,0.09796884332691928,-0.023352085717990315
GO:0048589,developmental growth,GO:BP,13,0.11873615217187843,0.09541304296615097,0.023323109205727457
GO:0002440,production of molecular mediator of immune response,GO:BP,3,0.2604760724120577,0.2837960094089059,-0.0233199369968482
GO:0002702,positive regulation of production of molecular mediator of immune response,GO:BP,3,0.2604760724120577,0.2837960094089059,-0.0233199369968482
GO:0002700,regulation of production of molecular mediator of immune response,GO:BP,3,0.2604760724120577,0.2837960094089059,-0.0233199369968482
GO:0002821,positive regulation of adaptive immune response,GO:BP,4,0.2604760724120577,0.2837960094089059,-0.0233199369968482
GO:0019898,extrinsic component of membrane,GO:CC,5,0.04670293744033121,0.06997429674438331,-0.0232713593040521
GO:0019897,extrinsic component of plasma membrane,GO:CC,5,0.04670293744033121,0.06997429674438331,-0.0232713593040521
GO:0042221,response to chemical,GO:BP,75,0.23684143822141265,0.2600704377028654,-0.023228999481452767
GO:0098796,membrane protein complex,GO:CC,22,-0.05883499023194137,-0.03561958032705616,-0.023215409904885215
GO:0065003,protein-containing complex assembly,GO:BP,29,0.14192030862873867,0.1651348906613925,-0.023214582032653835
GO:0023057,negative regulation of signaling,GO:BP,26,0.13312536293930752,0.10992476240335544,0.023200600535952076
GO:0031210,phosphatidylcholine binding,GO:MF,4,0.12748274263542236,0.15068295478097365,-0.02320021214555129
GO:0050997,quaternary ammonium group binding,GO:MF,4,0.12748274263542236,0.15068295478097365,-0.02320021214555129
GO:0006957,"complement activation, alternative pathway",GO:BP,10,0.16900951015014432,0.14586378547433437,0.023145724675809942
GO:0030659,cytoplasmic vesicle membrane,GO:CC,17,0.12023450722641135,0.09716802777941297,0.023066479446998384
GO:0012506,vesicle membrane,GO:CC,17,0.12023450722641135,0.09716802777941297,0.023066479446998384
GO:0016477,cell migration,GO:BP,32,0.07230187724096447,0.04923788695463977,0.0230639902863247
GO:0097060,synaptic membrane,GO:CC,7,0.04874856457294432,0.07176321087783184,-0.023014646304887525
GO:0045211,postsynaptic membrane,GO:CC,7,0.04874856457294432,0.07176321087783184,-0.023014646304887525
WP:WP272,Blood clotting cascade,WP,10,-0.21737690387728414,-0.1944084227045894,-0.022968481172694732
GO:0051919,positive regulation of fibrinolysis,GO:BP,3,-0.032157982222988934,-0.009198302402421329,-0.022959679820567604
GO:0043226,organelle,GO:CC,222,0.18222645765497572,0.2051542604635991,-0.022927802808623388
KEGG:04218,Cellular senescence,KEGG,3,-0.020372788233750803,-0.04328373583302163,0.022910947599270825
GO:0043229,intracellular organelle,GO:CC,175,0.1946720385979799,0.217565204736946,-0.02289316613896608
GO:0022607,cellular component assembly,GO:BP,55,0.08132496440815408,0.10418677147173502,-0.022861807063580944
GO:0002819,regulation of adaptive immune response,GO:BP,7,0.24872849683786552,0.2715605304275739,-0.022832033589708367
GO:0050896,response to stimulus,GO:BP,180,0.17796994495150342,0.20074214358027684,-0.022772198628773416
GO:0048259,regulation of receptor-mediated endocytosis,GO:BP,5,0.09026001320493875,0.06749155535273269,0.02276845785220606
GO:0098590,plasma membrane region,GO:CC,19,0.04502685614843581,0.0677864435878984,-0.02275958743946259
GO:0002376,immune system process,GO:BP,88,0.1848914760949209,0.2075742883416638,-0.0226828122467429
REAC:R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,REAC,5,0.10257325982338576,0.0799620424946191,0.022611217328766656
REAC:R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,REAC,5,0.10257325982338576,0.0799620424946191,0.022611217328766656
GO:0010648,negative regulation of cell communication,GO:BP,25,0.13312536293930752,0.11052749876205323,0.02259786417725429
GO:0005543,phospholipid binding,GO:MF,16,0.1592853155152024,0.18180435641631482,-0.022519040901112425
GO:0002020,protease binding,GO:MF,10,0.046382036565052485,0.0238755752068425,0.022506461358209984
KEGG:05142,Chagas disease,KEGG,4,0.05607739259603285,0.07852692830068889,-0.022449535704656035
WP:WP2272,Pathogenic Escherichia coli infection,WP,3,-0.20620790906832034,-0.18378260608439362,-0.022425302983926726
GO:0045177,apical part of cell,GO:CC,7,-0.2052666808875975,-0.22768692878285704,0.022420247895259537
GO:0019787,ubiquitin-like protein transferase activity,GO:MF,4,-0.022379255558436586,0.0,-0.022379255558436586
GO:0016755,aminoacyltransferase activity,GO:MF,4,-0.022379255558436586,0.0,-0.022379255558436586
GO:0001851,complement component C3b binding,GO:MF,4,0.30288900789639167,0.28051642213688055,0.02237258575951112
GO:0004197,cysteine-type endopeptidase activity,GO:MF,5,0.32389833970944226,0.3016346152518462,0.022263724457596057
GO:0060135,maternal process involved in female pregnancy,GO:BP,3,-0.011521739130434784,-0.03376068376068375,0.022238944630248968
GO:0001893,maternal placenta development,GO:BP,3,-0.011521739130434784,-0.03376068376068375,0.022238944630248968
GO:0046697,decidualization,GO:BP,3,-0.011521739130434784,-0.03376068376068375,0.022238944630248968
WP:WP1982,Sterol regulatory element binding proteins SREBP signaling,WP,3,-0.022029579127248386,-0.04420116702568218,0.022171587898433792
GO:0030334,regulation of cell migration,GO:BP,24,0.08017802442546104,0.05804043569190798,0.022137588733553065
GO:2000145,regulation of cell motility,GO:BP,24,0.08017802442546104,0.05804043569190798,0.022137588733553065
GO:0098883,synapse pruning,GO:BP,3,0.05081292784590143,0.07293876886652965,-0.02212584102062822
GO:0042734,presynaptic membrane,GO:CC,3,0.05081292784590143,0.07293876886652965,-0.02212584102062822
WP:WP3937,Microglia pathogen phagocytosis pathway,WP,3,0.05081292784590143,0.07293876886652965,-0.02212584102062822
GO:0098888,extrinsic component of presynaptic membrane,GO:CC,3,0.05081292784590143,0.07293876886652965,-0.02212584102062822
GO:0150146,cell junction disassembly,GO:BP,3,0.05081292784590143,0.07293876886652965,-0.02212584102062822
GO:1903047,mitotic cell cycle process,GO:BP,12,-0.23948460454800308,-0.21736548062426606,-0.022119123923737022
GO:0044085,cellular component biogenesis,GO:BP,61,0.07987126554669809,0.10198035309457427,-0.02210908754787619
GO:0010563,negative regulation of phosphorus metabolic process,GO:BP,10,0.12381778836530595,0.1017375239825102,0.022080264382795756
GO:0045936,negative regulation of phosphate metabolic process,GO:BP,10,0.12381778836530595,0.1017375239825102,0.022080264382795756
GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,GO:CC,11,-0.0959536855638244,-0.07399016488515534,-0.021963520678669066
GO:0016071,mRNA metabolic process,GO:BP,5,0.013848796966106238,-0.008046080993974209,0.021894877960080446
GO:0006397,mRNA processing,GO:BP,5,0.013848796966106238,-0.008046080993974209,0.021894877960080446
GO:0044419,biological process involved in interspecies interaction between organisms,GO:BP,75,0.20033144851944198,0.2220950763419804,-0.021763627822538406
GO:0042802,identical protein binding,GO:MF,47,0.18342106761656155,0.20510950899314526,-0.02168844137658371
GO:0040012,regulation of locomotion,GO:BP,26,0.07971003190339174,0.05804043569190798,0.02166959621148376
GO:0006091,generation of precursor metabolites and energy,GO:BP,4,-0.07518852694946462,-0.09685359538798857,0.02166506843852395
GO:0009913,epidermal cell differentiation,GO:BP,6,-0.18532524070668932,-0.163662359006478,-0.02166288170021133
GO:0030216,keratinocyte differentiation,GO:BP,6,-0.18532524070668932,-0.163662359006478,-0.02166288170021133
GO:0009607,response to biotic stimulus,GO:BP,72,0.20362275020060766,0.22524201440741262,-0.02161926420680496
GO:0043207,response to external biotic stimulus,GO:BP,72,0.20362275020060766,0.22524201440741262,-0.02161926420680496
GO:0051707,response to other organism,GO:BP,72,0.20362275020060766,0.22524201440741262,-0.02161926420680496
GO:0140352,export from cell,GO:BP,13,0.15555467853313776,0.13393681809432123,0.021617860438816527
GO:0070167,regulation of biomineral tissue development,GO:BP,4,0.3822280620431673,0.36063126512863525,0.021596796914532035
GO:0030500,regulation of bone mineralization,GO:BP,4,0.3822280620431673,0.36063126512863525,0.021596796914532035
GO:0030278,regulation of ossification,GO:BP,4,0.3822280620431673,0.36063126512863525,0.021596796914532035
GO:0008380,RNA splicing,GO:BP,3,-0.012065217391304348,-0.03362068965517241,0.021555472263868065
REAC:R-HSA-6802957,Oncogenic MAPK signaling,REAC,5,-0.13157325962617145,-0.15311815801071135,0.021544898384539907
REAC:R-HSA-6802952,Signaling by BRAF and RAF1 fusions,REAC,5,-0.13157325962617145,-0.15311815801071135,0.021544898384539907
GO:0042592,homeostatic process,GO:BP,39,0.14321392167543073,0.16474099859571648,-0.021527076920285743
GO:0051651,maintenance of location in cell,GO:BP,6,0.16253591897442238,0.14117680809194433,0.02135911088247805
GO:0051235,maintenance of location,GO:BP,6,0.16253591897442238,0.14117680809194433,0.02135911088247805
GO:0043227,membrane-bounded organelle,GO:CC,217,0.18523430563228552,0.2065733667976833,-0.02133906116539777
GO:0097190,apoptotic signaling pathway,GO:BP,13,0.09230102118332514,0.07096340115481817,0.021337620028506976
GO:0043228,membraneless organelle,GO:CC,60,0.06639160692863051,0.08771042022738881,-0.021318813298758302
GO:0043232,intracellular membraneless organelle,GO:CC,60,0.06639160692863051,0.08771042022738881,-0.021318813298758302
GO:0097009,energy homeostasis,GO:BP,3,0.164327866280415,0.14302260799609115,0.021305258284323864
GO:0019866,organelle inner membrane,GO:CC,5,-0.018552232241257998,-0.039828561711029976,0.02127632946977198
KEGG:05133,Pertussis,KEGG,14,0.18264191877557018,0.20386363566332993,-0.021221716887759756
GO:0051153,regulation of striated muscle cell differentiation,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0061049,cell growth involved in cardiac muscle cell development,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0055017,cardiac muscle tissue growth,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0003298,physiological muscle hypertrophy,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0003301,physiological cardiac muscle hypertrophy,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0060420,regulation of heart growth,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0061050,regulation of cell growth involved in cardiac muscle cell development,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0055021,regulation of cardiac muscle tissue growth,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
GO:0060419,heart growth,GO:BP,3,-0.022083333333333333,-0.0008620689655172417,-0.02122126436781609
REAC:R-HSA-76002,"Platelet activation, signaling and aggregation",REAC,25,0.3115419300263171,0.29032628931390503,0.021215640712412054
GO:0071944,cell periphery,GO:CC,116,0.16713477850701983,0.18833824662877408,-0.02120346812175425
GO:0048009,insulin-like growth factor receptor signaling pathway,GO:BP,3,-0.0610971634570797,-0.03990825688073395,-0.021188906576345756
REAC:R-HSA-168256,Immune System,REAC,70,0.18635738261873055,0.20749225099670116,-0.0211348683779706
GO:0051298,centrosome duplication,GO:BP,3,-0.024505994221588008,-0.003375478952287675,-0.021130515269300335
GO:0032091,negative regulation of protein binding,GO:BP,5,-0.12451255034243307,-0.10338677038080397,-0.021125779961629093
GO:0051100,negative regulation of binding,GO:BP,5,-0.12451255034243307,-0.10338677038080397,-0.021125779961629093
GO:0010212,response to ionizing radiation,GO:BP,4,-0.02714845399163532,-0.048247273824082546,0.021098819832447227
GO:0048660,regulation of smooth muscle cell proliferation,GO:BP,6,0.07270194652238673,0.05164168562939001,0.021060260892996722
GO:0033002,muscle cell proliferation,GO:BP,6,0.07270194652238673,0.05164168562939001,0.021060260892996722
GO:0048659,smooth muscle cell proliferation,GO:BP,6,0.07270194652238673,0.05164168562939001,0.021060260892996722
GO:0009968,negative regulation of signal transduction,GO:BP,23,0.13312536293930752,0.11206538500535801,0.02105997793394951
GO:0002707,negative regulation of lymphocyte mediated immunity,GO:BP,3,0.12319868445573812,0.10214000154602831,0.021058682909709803
GO:0002704,negative regulation of leukocyte mediated immunity,GO:BP,3,0.12319868445573812,0.10214000154602831,0.021058682909709803
GO:0055085,transmembrane transport,GO:BP,17,-0.2517826368851862,-0.23077718294383157,-0.02100545394135464
GO:0005730,nucleolus,GO:CC,10,-0.14998494846680357,-0.17098769435576108,0.021002745888957508
GO:0098588,bounding membrane of organelle,GO:CC,29,0.11957710214184114,0.09861051229665131,0.02096658984518983
GO:0099243,extrinsic component of synaptic membrane,GO:CC,4,0.05081292784590143,0.07176321087783184,-0.02095028303193041
GO:0098890,extrinsic component of postsynaptic membrane,GO:CC,4,0.05081292784590143,0.07176321087783184,-0.02095028303193041
GO:0030307,positive regulation of cell growth,GO:BP,3,-0.021774193548387097,-0.0008620689655172417,-0.020912124582869854
GO:0070887,cellular response to chemical stimulus,GO:BP,49,0.20846828727568334,0.22936574884478164,-0.020897461569098302
GO:0017124,SH3 domain binding,GO:MF,3,-0.07676312516880021,-0.05589678696290527,-0.020866338205894938
GO:0043933,protein-containing complex organization,GO:BP,34,0.14567722384925177,0.16653121409508845,-0.020853990245836673
REAC:R-HSA-5663205,Infectious disease,REAC,16,-0.21673624928498728,-0.1958951620035371,-0.020841087281450177
REAC:R-HSA-168898,Toll-like Receptor Cascades,REAC,7,-0.22322642343096563,-0.2023871258332886,-0.020839297597677026
GO:0046907,intracellular transport,GO:BP,17,0.1236119955565524,0.10277480122943372,0.020837194327118683
KEGG:04010,MAPK signaling pathway,KEGG,7,-0.25831457791412005,-0.2790818628891272,0.020767284975007128
GO:0034329,cell junction assembly,GO:BP,13,0.0040272749929328635,-0.01668044211569843,0.020707717108631292
GO:0008234,cysteine-type peptidase activity,GO:MF,6,0.3223028179451491,0.3016346152518462,0.020668202693302884
GO:0007423,sensory organ development,GO:BP,5,0.07285876711684522,0.09352241654585355,-0.020663649429008335
GO:0006914,autophagy,GO:BP,7,-0.02608464150371075,-0.005424891986259328,-0.02065974951745142
GO:0061919,process utilizing autophagic mechanism,GO:BP,7,-0.02608464150371075,-0.005424891986259328,-0.02065974951745142
WP:WP4969,RAS and bradykinin pathways in COVID 19,WP,6,0.14145802795215645,0.16210636706303272,-0.020648339110876268
GO:0042310,vasoconstriction,GO:BP,5,0.02008820987819441,0.04071600646411629,-0.020627796585921884
GO:0097435,supramolecular fiber organization,GO:BP,24,0.07831846392558596,0.09894604829490782,-0.020627584369321855
GO:0046503,glycerolipid catabolic process,GO:BP,7,0.15824551414446397,0.17882591429476352,-0.02058040015029955
GO:0016049,cell growth,GO:BP,10,0.17883769581319303,0.1583603677963212,0.020477328016871826
GO:0001558,regulation of cell growth,GO:BP,10,0.17883769581319303,0.1583603677963212,0.020477328016871826
GO:0005774,vacuolar membrane,GO:CC,10,-0.0865272843416151,-0.06605479986682147,-0.02047248447479362
GO:0098852,lytic vacuole membrane,GO:CC,10,-0.0865272843416151,-0.06605479986682147,-0.02047248447479362
GO:0005765,lysosomal membrane,GO:CC,10,-0.0865272843416151,-0.06605479986682147,-0.02047248447479362
GO:0009605,response to external stimulus,GO:BP,96,0.186479677771532,0.20686137718785202,-0.020381699416320037
REAC:R-HSA-73894,DNA Repair,REAC,7,-0.1421301548726895,-0.12176985476540007,-0.02036030010728944
GO:0098687,chromosomal region,GO:CC,5,-0.14212848147750987,-0.12176985476540007,-0.020358626712109792
GO:0042995,cell projection,GO:CC,36,0.2024896463074736,0.22277153938743416,-0.02028189307996056
GO:0030134,COPII-coated ER to Golgi transport vesicle,GO:CC,3,-0.12479848960598061,-0.10455942751471761,-0.020239062091263
GO:0099634,postsynaptic specialization membrane,GO:CC,3,-0.016962099432813772,-0.037155963302752296,0.020193863869938523
