,pathway_name,source,n_genes,mean_AD,mean_Ctrl,diff
GO:0006913,nucleocytoplasmic transport,GO:BP,4,0.03579004319966259,-0.02285914774204205,0.05864919094170464
GO:0006606,protein import into nucleus,GO:BP,4,0.03579004319966259,-0.02285914774204205,0.05864919094170464
GO:0051170,import into nucleus,GO:BP,4,0.03579004319966259,-0.02285914774204205,0.05864919094170464
GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,GO:BP,4,-0.2975898708958895,-0.2390747022066873,-0.0585151686892022
GO:0032720,negative regulation of tumor necrosis factor production,GO:BP,4,-0.2975898708958895,-0.2390747022066873,-0.0585151686892022
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,GO:BP,16,0.0982406706855517,0.039725751183391576,0.058514919502160125
GO:0030667,secretory granule membrane,GO:CC,5,-0.19919171894100351,-0.14073478807270257,-0.05845693086830095
GO:0070051,fibrinogen binding,GO:MF,3,-0.2984658411204006,-0.24010127661691624,-0.058364564503484345
GO:0033194,response to hydroperoxide,GO:BP,4,0.20282722417094043,0.260971634315154,-0.05814441014421359
GO:0005911,cell-cell junction,GO:CC,9,-0.21757937744121114,-0.15944044034330423,-0.058138937097906906
GO:0046622,positive regulation of organ growth,GO:BP,3,-0.05899766386447851,-0.0008620689655172417,-0.058135594898961265
GO:0030863,cortical cytoskeleton,GO:CC,3,0.1695459182274153,0.22763173272690293,-0.05808581449948763
GO:0005938,cell cortex,GO:CC,6,0.16910930007575753,0.22706917329795742,-0.05795987322219989
GO:0048863,stem cell differentiation,GO:BP,3,0.44012803273356527,0.38227861078130426,0.057849421952261004
GO:0048562,embryonic organ morphogenesis,GO:BP,5,0.19612912752387263,0.25395943346946226,-0.05783030594558963
GO:0006281,DNA repair,GO:BP,8,-0.12530073311707715,-0.06768440796476935,-0.0576163251523078
GO:0006396,RNA processing,GO:BP,7,0.013848796966106238,-0.043579659393244645,0.057428456359350885
GO:0051054,positive regulation of DNA metabolic process,GO:BP,8,-0.12466136772173839,-0.06729249082266933,-0.057368876899069055
GO:0032386,regulation of intracellular transport,GO:BP,4,0.03270207525320324,-0.024483404453765043,0.05718547970696829
WP:WP2011,SREBF and miR33 in cholesterol and lipid homeostasis,WP,3,-0.003920339002257333,-0.0610428484880432,0.057122509485785865
GO:0006022,aminoglycan metabolic process,GO:BP,7,0.07065354964604106,0.013598713785078181,0.05705483586096288
WP:WP615,Senescence and autophagy in cancer,WP,4,0.20637294582052088,0.263225920973531,-0.056852975153010105
WP:WP5530,MAPK signaling and ARTD family members,WP,3,-0.0746270929131492,-0.017780617746536293,-0.05684647516661291
GO:0045335,phagocytic vesicle,GO:CC,5,0.16688942563008877,0.22361686800869673,-0.05672744237860797
REAC:R-HSA-173736,Alternative complement activation,REAC,3,-0.16204712485072031,-0.2184764958553933,0.05642937100467299
REAC:R-HSA-9659379,Sensory processing of sound,REAC,4,0.1517279849792142,0.2080829464311344,-0.056354961451920205
REAC:R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,REAC,4,0.1517279849792142,0.2080829464311344,-0.056354961451920205
GO:0030010,establishment of cell polarity,GO:BP,3,0.23394758116963552,0.2902458424722317,-0.05629826130259616
GO:0030029,actin filament-based process,GO:BP,21,0.049393890643668774,0.1056492817501707,-0.05625539110650193
REAC:R-HSA-5693607,Processing of DNA double-strand break ends,REAC,3,-0.04061209229454493,-0.09685359538798857,0.05624150309344364
REAC:R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),REAC,3,-0.04061209229454493,-0.09685359538798857,0.05624150309344364
REAC:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,REAC,5,-0.21210173900375184,-0.15592176433534713,-0.056179974668404714
REAC:R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,REAC,5,-0.21210173900375184,-0.15592176433534713,-0.056179974668404714
REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,REAC,5,-0.21210173900375184,-0.15592176433534713,-0.056179974668404714
REAC:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,REAC,5,-0.21210173900375184,-0.15592176433534713,-0.056179974668404714
GO:0110165,cellular anatomical structure,GO:CC,272,0.11384218961408357,0.17001909430341183,-0.05617690468932826
GO:0052689,carboxylic ester hydrolase activity,GO:MF,4,0.26572632641755894,0.20970702579720973,0.05601930062034921
GO:0106310,protein serine kinase activity,GO:MF,3,-0.07355989923725985,-0.017780617746536293,-0.05577928149072356
GO:0030832,regulation of actin filament length,GO:BP,4,0.24186761564119608,0.2975366122551679,-0.055668996613971844
GO:0044241,lipid digestion,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
GO:0098856,intestinal lipid absorption,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
GO:0030299,intestinal cholesterol absorption,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
GO:0050892,intestinal absorption,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
GO:0007586,digestion,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
GO:0022600,digestive system process,GO:BP,3,0.23256201856482953,0.28821056380661936,-0.05564854524178983
KEGG:04934,Cushing syndrome,KEGG,3,0.2258440864652048,0.17026917709055317,0.05557490937465162
KEGG:04927,Cortisol synthesis and secretion,KEGG,3,0.2258440864652048,0.17026917709055317,0.05557490937465162
GO:0006302,double-strand break repair,GO:BP,7,-0.12295101035229476,-0.06768440796476935,-0.05526660238752541
GO:0005575,cellular_component,GO:CC,273,0.11384218961408357,0.1690522437855814,-0.055210054171497824
GO:0008064,regulation of actin polymerization or depolymerization,GO:BP,3,0.24245875291306768,0.2975366122551679,-0.055077859342100244
GO:0030041,actin filament polymerization,GO:BP,3,0.24245875291306768,0.2975366122551679,-0.055077859342100244
GO:0030833,regulation of actin filament polymerization,GO:BP,3,0.24245875291306768,0.2975366122551679,-0.055077859342100244
GO:0008154,actin polymerization or depolymerization,GO:BP,3,0.24245875291306768,0.2975366122551679,-0.055077859342100244
GO:0005829,cytosol,GO:CC,78,0.07207127542473661,0.12707774475022493,-0.05500646932548832
GO:0001530,lipopolysaccharide binding,GO:MF,3,-0.29972649650819827,-0.2448327828864135,-0.05489371362178477
GO:0005635,nuclear envelope,GO:CC,11,0.07206202676857418,0.017655432092545543,0.05440659467602864
GO:0009410,response to xenobiotic stimulus,GO:BP,10,-0.2675016877572884,-0.2131607764684848,-0.054340911288803584
GO:0006775,fat-soluble vitamin metabolic process,GO:BP,3,-0.022037037037037036,-0.07636950230223265,0.05433246526519561
GO:0007606,sensory perception of chemical stimulus,GO:BP,4,-0.14107069674957204,-0.08682170199911961,-0.05424899475045243
GO:0007249,canonical NF-kappaB signal transduction,GO:BP,7,-0.057495222579272164,-0.003375478952287675,-0.05411974362698449
GO:0019900,kinase binding,GO:MF,13,0.12064852702830323,0.17457525274838445,-0.053926725720081226
REAC:R-HSA-9824443,Parasitic Infection Pathways,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-9664407,Parasite infection,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-9664417,Leishmania phagocytosis,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-9658195,Leishmania infection,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-9664422,FCGR3A-mediated phagocytosis,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
REAC:R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,REAC,4,-0.11494002411492203,-0.16884984698649716,0.05390982287157513
GO:0030239,myofibril assembly,GO:BP,4,-0.17423620266201878,-0.12043902006282603,-0.05379718259919275
GO:0001667,ameboidal-type cell migration,GO:BP,5,-0.20360254364810554,-0.14986053284276168,-0.053742010805343854
GO:0099513,polymeric cytoskeletal fiber,GO:CC,18,-0.19771100820940832,-0.1439719371471559,-0.053739071062252425
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO:BP,3,0.2721082430876941,0.32582937537823303,-0.05372113229053893
GO:0002705,positive regulation of leukocyte mediated immunity,GO:BP,3,0.2721082430876941,0.32582937537823303,-0.05372113229053893
GO:0002708,positive regulation of lymphocyte mediated immunity,GO:BP,3,0.2721082430876941,0.32582937537823303,-0.05372113229053893
GO:0006259,DNA metabolic process,GO:BP,13,-0.15816641403774462,-0.10444845412542161,-0.053717959912323004
GO:0007034,vacuolar transport,GO:BP,4,-0.053655142171067746,0.0,-0.053655142171067746
GO:0045055,regulated exocytosis,GO:BP,3,-0.06812235418796311,-0.1217542435730548,0.05363188938509168
GO:0015399,primary active transmembrane transporter activity,GO:MF,3,-0.05361111111111111,0.0,-0.05361111111111111
GO:0022804,active transmembrane transporter activity,GO:MF,3,-0.05361111111111111,0.0,-0.05361111111111111
GO:0030036,actin cytoskeleton organization,GO:BP,18,0.0568067022308545,0.11035091276362474,-0.05354421053277024
GO:0016051,carbohydrate biosynthetic process,GO:BP,6,-0.1125288010411358,-0.16594636141250255,0.053417560371366746
GO:0042393,histone binding,GO:MF,3,-0.0003314659197012139,-0.05374231691848117,0.05341085099877996
REAC:R-HSA-2172127,DAP12 interactions,REAC,3,-0.1230558096014783,-0.06964825154646978,-0.05340755805500852
GO:0061061,muscle structure development,GO:BP,17,-0.1908531519673924,-0.1374463689338215,-0.05340678303357088
GO:0050729,positive regulation of inflammatory response,GO:BP,3,0.20120808781710578,0.14793012089923727,0.05327796691786851
GO:0045445,myoblast differentiation,GO:BP,5,-0.19015963535122848,-0.13698736677073137,-0.05317226858049712
GO:0071604,transforming growth factor beta production,GO:BP,4,-0.2747405544294672,-0.221943067634208,-0.052797486795259196
GO:0071634,regulation of transforming growth factor beta production,GO:BP,4,-0.2747405544294672,-0.221943067634208,-0.052797486795259196
GO:1905475,regulation of protein localization to membrane,GO:BP,5,0.16504972635346454,0.21761794767459022,-0.05256822132112568
GO:0003714,transcription corepressor activity,GO:MF,3,-0.003920339002257333,-0.056455692524740454,0.05253535352248312
REAC:R-HSA-1280218,Adaptive Immune System,REAC,15,-0.21379473000616303,-0.16127016513798118,-0.052524564868181856
GO:0090208,positive regulation of triglyceride metabolic process,GO:BP,4,0.21574709201807268,0.26812345981146807,-0.052376367793395384
GO:0070633,transepithelial transport,GO:BP,3,-0.13301662528031535,-0.08071629306861479,-0.052300332211700565
GO:0006879,intracellular iron ion homeostasis,GO:BP,4,0.2795332893518542,0.33182764547249133,-0.05229435612063715
GO:0000041,transition metal ion transport,GO:BP,4,0.2795332893518542,0.33182764547249133,-0.05229435612063715
GO:0006826,iron ion transport,GO:BP,4,0.2795332893518542,0.33182764547249133,-0.05229435612063715
KEGG:05012,Parkinson disease,KEGG,4,-0.05202168819084367,0.0,-0.05202168819084367
GO:0010720,positive regulation of cell development,GO:BP,3,-0.16100590654056865,-0.10899291168588365,-0.052012994854684996
GO:1902115,regulation of organelle assembly,GO:BP,3,0.2431480055063146,0.2950172647310911,-0.051869259224776476
WP:WP383,Striated muscle contraction pathway,WP,4,-0.17061562189789098,-0.11877235007582385,-0.05184327182206713
GO:0071333,cellular response to glucose stimulus,GO:BP,3,-0.14395294471318923,-0.09211950129381322,-0.05183344341937601
GO:0071322,cellular response to carbohydrate stimulus,GO:BP,3,-0.14395294471318923,-0.09211950129381322,-0.05183344341937601
GO:0071331,cellular response to hexose stimulus,GO:BP,3,-0.14395294471318923,-0.09211950129381322,-0.05183344341937601
GO:0071326,cellular response to monosaccharide stimulus,GO:BP,3,-0.14395294471318923,-0.09211950129381322,-0.05183344341937601
GO:0003924,GTPase activity,GO:MF,7,-0.17483019178291606,-0.22663614235831897,0.05180595057540291
WP:WP5109,Familial hyperlipidemia type 2,WP,5,0.2177254192367606,0.26950338934244905,-0.051777970105688464
REAC:R-HSA-9725370,Signaling by ALK fusions and activated point mutants,REAC,3,-0.05122770345596432,0.0,-0.05122770345596432
REAC:R-HSA-9700206,Signaling by ALK in cancer,REAC,3,-0.05122770345596432,0.0,-0.05122770345596432
GO:0048471,perinuclear region of cytoplasm,GO:CC,12,0.02455896068773786,-0.026591696976943135,0.05115065766468099
GO:2000036,regulation of stem cell population maintenance,GO:BP,3,-0.10445495624440063,-0.15539054442057249,0.05093558817617186
GO:0098727,maintenance of cell number,GO:BP,3,-0.10445495624440063,-0.15539054442057249,0.05093558817617186
GO:0019827,stem cell population maintenance,GO:BP,3,-0.10445495624440063,-0.15539054442057249,0.05093558817617186
GO:1902459,positive regulation of stem cell population maintenance,GO:BP,3,-0.10445495624440063,-0.15539054442057249,0.05093558817617186
GO:0035091,phosphatidylinositol binding,GO:MF,5,0.24416401990228548,0.2950172647310911,-0.0508532448288056
GO:1903050,regulation of proteolysis involved in protein catabolic process,GO:BP,5,0.1392559211374838,0.08845225150406014,0.05080366963342367
GO:0001909,leukocyte mediated cytotoxicity,GO:BP,5,-0.1734385476320439,-0.1226488987791425,-0.05078964885290138
GO:0032838,plasma membrane bounded cell projection cytoplasm,GO:CC,5,-0.04302490214860309,-0.09380701010248287,0.050782107953879774
GO:0050873,brown fat cell differentiation,GO:BP,3,0.16370407665839262,0.11293077935033409,0.05077329730805853
GO:0006006,glucose metabolic process,GO:BP,8,0.01999358312102357,-0.030753917236721957,0.05074750035774553
GO:0019318,hexose metabolic process,GO:BP,8,0.01999358312102357,-0.030753917236721957,0.05074750035774553
GO:0005996,monosaccharide metabolic process,GO:BP,8,0.01999358312102357,-0.030753917236721957,0.05074750035774553
GO:0032984,protein-containing complex disassembly,GO:BP,3,0.2468517483096393,0.2975366122551679,-0.050684863945528624
GO:0008037,cell recognition,GO:BP,13,0.21715338037361204,0.2677790795962153,-0.05062569922260324
GO:0002532,production of molecular mediator involved in inflammatory response,GO:BP,3,0.030285238170620093,-0.020257342188656383,0.05054258035927647
GO:0007015,actin filament organization,GO:BP,9,0.055553859694183104,0.10606435628118607,-0.05051049658700297
GO:0005509,calcium ion binding,GO:MF,28,0.03999108545755647,0.09037558443026465,-0.050384498972708185
GO:0070482,response to oxygen levels,GO:BP,6,-0.14584966537321645,-0.09548856799903956,-0.05036109737417689
GO:0001666,response to hypoxia,GO:BP,5,-0.14584966537321645,-0.09548856799903956,-0.05036109737417689
GO:0036293,response to decreased oxygen levels,GO:BP,6,-0.14584966537321645,-0.09548856799903956,-0.05036109737417689
GO:0007420,brain development,GO:BP,7,-0.05475406623086535,-0.1050759797674212,0.050321913536555844
GO:2000401,regulation of lymphocyte migration,GO:BP,3,0.035085862852622864,-0.015212948275206176,0.05029881112782904
GO:0006886,intracellular protein transport,GO:BP,9,0.02739478027495284,-0.02285914774204205,0.05025392801699489
GO:0045860,positive regulation of protein kinase activity,GO:BP,6,0.1282694851962393,0.0780681268471789,0.05020135834906039
GO:0033674,positive regulation of kinase activity,GO:BP,6,0.1282694851962393,0.0780681268471789,0.05020135834906039
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO:BP,6,0.2592083334600734,0.30928896286101415,-0.05008062940094077
GO:0098773,skin epidermis development,GO:BP,3,-0.14301770317283086,-0.09294502524713748,-0.05007267792569338
REAC:R-HSA-9013026,RHOB GTPase cycle,REAC,3,-0.15582146312617767,-0.2058314479392515,0.05000998481307384
GO:0060322,head development,GO:BP,8,-0.05512867695137241,-0.1050759797674212,0.04994730281604878
GO:0072676,lymphocyte migration,GO:BP,4,0.034725196573508366,-0.015212948275206176,0.04993814484871454
GO:0045171,intercellular bridge,GO:CC,3,-0.04989726574992005,0.0,-0.04989726574992005
GO:0030695,GTPase regulator activity,GO:MF,5,-0.17695835344004046,-0.22663614235831897,0.04967778891827851
GO:0060589,nucleoside-triphosphatase regulator activity,GO:MF,5,-0.17695835344004046,-0.22663614235831897,0.04967778891827851
GO:0046626,regulation of insulin receptor signaling pathway,GO:BP,3,0.31434473379442995,0.26480691972471276,0.04953781406971719
REAC:R-HSA-422475,Axon guidance,REAC,6,-0.13015749965734474,-0.08071629306861479,-0.049441206588729955
GO:0010955,negative regulation of protein processing,GO:BP,3,-0.25520779589065967,-0.20579581221942722,-0.04941198367123245
GO:1903318,negative regulation of protein maturation,GO:BP,3,-0.25520779589065967,-0.20579581221942722,-0.04941198367123245
GO:0010757,negative regulation of plasminogen activation,GO:BP,3,-0.25520779589065967,-0.20579581221942722,-0.04941198367123245
REAC:R-HSA-9675108,Nervous system development,REAC,7,-0.13015749965734474,-0.08091832334115773,-0.04923917631618702
GO:0051258,protein polymerization,GO:BP,10,0.21457728049669175,0.263805994904045,-0.04922871440735324
GO:0008017,microtubule binding,GO:MF,6,-0.11256177448764611,-0.0634876609060522,-0.0490741135815939
GO:0048568,embryonic organ development,GO:BP,7,0.34179569697485845,0.3908627220292866,-0.04906702505442817
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:MF,21,-0.2294364687499903,-0.2785013627731962,0.04906489402320591
GO:0016817,"hydrolase activity, acting on acid anhydrides",GO:MF,21,-0.2294364687499903,-0.2785013627731962,0.04906489402320591
GO:0016462,pyrophosphatase activity,GO:MF,21,-0.2294364687499903,-0.2785013627731962,0.04906489402320591
GO:1903532,positive regulation of secretion by cell,GO:BP,6,-0.10459038866608346,-0.1535975144689497,0.049007125802866244
GO:0051047,positive regulation of secretion,GO:BP,6,-0.10459038866608346,-0.1535975144689497,0.049007125802866244
GO:0043030,regulation of macrophage activation,GO:BP,3,-0.302306852027965,-0.2533111385028145,-0.048995713525150475
GO:0045861,negative regulation of proteolysis,GO:BP,9,-0.2211324958772191,-0.17218759334131062,-0.04894490253590847
GO:0003779,actin binding,GO:MF,7,0.24751550408789003,0.2963330717974638,-0.048817567709573795
REAC:R-HSA-445095,Interaction between L1 and Ankyrins,REAC,3,-0.1295243615545461,-0.08071629306861479,-0.04880806848593132
REAC:R-HSA-373760,L1CAM interactions,REAC,3,-0.1295243615545461,-0.08071629306861479,-0.04880806848593132
GO:0007167,enzyme-linked receptor protein signaling pathway,GO:BP,21,0.08552645452539907,0.03676220082575306,0.048764253699646015
REAC:R-HSA-1500931,Cell-Cell communication,REAC,6,-0.17934274079550083,-0.13058508435829372,-0.048757656437207114
REAC:R-HSA-446728,Cell junction organization,REAC,6,-0.17934274079550083,-0.13058508435829372,-0.048757656437207114
GO:0016072,rRNA metabolic process,GO:BP,3,0.0,-0.048728288304000764,0.048728288304000764
GO:0006364,rRNA processing,GO:BP,3,0.0,-0.048728288304000764,0.048728288304000764
KEGG:04670,Leukocyte transendothelial migration,KEGG,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
REAC:R-HSA-418990,Adherens junctions interactions,REAC,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
REAC:R-HSA-194138,Signaling by VEGF,REAC,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
REAC:R-HSA-421270,Cell-cell junction organization,REAC,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
GO:0150105,protein localization to cell-cell junction,GO:BP,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
KEGG:04520,Adherens junction,KEGG,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,REAC,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
GO:0035633,maintenance of blood-brain barrier,GO:BP,3,-0.17857383310531652,-0.12988984678762305,-0.04868398631769347
GO:2000352,negative regulation of endothelial cell apoptotic process,GO:BP,4,-0.13303578164187374,-0.08441945535835252,-0.04861632628352122
WP:WP3594,Circadian rhythm genes,WP,3,0.17593751409306735,0.12732216294861218,0.04861535114445517
GO:0002703,regulation of leukocyte mediated immunity,GO:BP,5,0.26072243837386355,0.30928896286101415,-0.0485665244871506
GO:0002706,regulation of lymphocyte mediated immunity,GO:BP,5,0.26072243837386355,0.30928896286101415,-0.0485665244871506
GO:0008286,insulin receptor signaling pathway,GO:BP,4,0.31333510074521,0.26480691972471276,0.04852818102049722
GO:1900076,regulation of cellular response to insulin stimulus,GO:BP,4,0.31333510074521,0.26480691972471276,0.04852818102049722
GO:0044325,transmembrane transporter binding,GO:MF,4,-0.13570386470232387,-0.0871915859872778,-0.04851227871504607
REAC:R-HSA-2871796,FCERI mediated MAPK activation,REAC,3,0.0032196969696969696,-0.04513790492172679,0.04835760189142376
GO:0005694,chromosome,GO:CC,16,-0.1200748008593866,-0.07172157784538932,-0.048353223013997276
KEGG:05416,Viral myocarditis,KEGG,4,-0.12903474422000896,-0.08071629306861479,-0.04831845115139417
KEGG:05164,Influenza A,KEGG,3,-0.12903474422000896,-0.08071629306861479,-0.04831845115139417
GO:0001848,complement binding,GO:MF,11,0.2964185348956585,0.3447251983111587,-0.04830666341550022
GO:0042063,gliogenesis,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0014002,astrocyte development,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0010001,glial cell differentiation,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0061900,glial cell activation,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0048143,astrocyte activation,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0048708,astrocyte differentiation,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0021782,glial cell development,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0150076,neuroinflammatory response,GO:BP,3,0.02557013683108192,0.07363215196547966,-0.04806201513439774
GO:0002456,T cell mediated immunity,GO:BP,3,0.05645643693024337,0.10447528871669728,-0.04801885178645392
GO:0072659,protein localization to plasma membrane,GO:BP,6,-0.1697475669742652,-0.12176985476540007,-0.04797771220886514
GO:0008150,biological_process,GO:BP,264,0.1361223810078946,0.18404220177542346,-0.047919820767528876
GO:0005576,extracellular region,GO:CC,169,0.13620516743595337,0.18408499664264105,-0.04787982920668768
GO:0005201,extracellular matrix structural constituent,GO:MF,10,-0.30165821293993883,-0.34945017129774475,0.04779195835780592
GO:0002921,negative regulation of humoral immune response,GO:BP,5,0.3192247814645747,0.3668680982645062,-0.0476433167999315
GO:0045916,negative regulation of complement activation,GO:BP,5,0.3192247814645747,0.3668680982645062,-0.0476433167999315
GO:0051046,regulation of secretion,GO:BP,11,0.15251783940248007,0.1049297592761003,0.04758808012637976
GO:0051603,proteolysis involved in protein catabolic process,GO:BP,11,0.13594656286850873,0.08840785559946687,0.04753870726904186
GO:1902414,protein localization to cell junction,GO:BP,5,-0.1773748424280654,-0.12988984678762305,-0.04748499564044234
GO:0051222,positive regulation of protein transport,GO:BP,5,-0.05889681535644029,-0.10634980804693135,0.04745299269049106
GO:0010743,regulation of macrophage derived foam cell differentiation,GO:BP,3,0.04107070410488277,0.08850484804017189,-0.04743414393528912
GO:0090077,foam cell differentiation,GO:BP,3,0.04107070410488277,0.08850484804017189,-0.04743414393528912
GO:0010742,macrophage derived foam cell differentiation,GO:BP,3,0.04107070410488277,0.08850484804017189,-0.04743414393528912
GO:1904018,positive regulation of vasculature development,GO:BP,8,-0.1585341896170036,-0.11116656343745357,-0.04736762617955004
GO:0045766,positive regulation of angiogenesis,GO:BP,8,-0.1585341896170036,-0.11116656343745357,-0.04736762617955004
GO:0003012,muscle system process,GO:BP,11,0.20912013824430775,0.2564533952996929,-0.04733325705538516
GO:0009612,response to mechanical stimulus,GO:BP,7,0.19932873909644458,0.24655513264977807,-0.047226393553333496
GO:1903115,regulation of actin filament-based movement,GO:BP,3,-0.14919132859871845,-0.10209335149595442,-0.04709797710276403
GO:0071346,cellular response to type II interferon,GO:BP,5,0.25613837692601,0.30317545758046316,-0.04703708065445317
GO:0046903,secretion,GO:BP,15,0.1375285926786724,0.09049670895530601,0.04703188372336639
GO:1901990,regulation of mitotic cell cycle phase transition,GO:BP,3,-0.10680180179959062,-0.059819357966875396,-0.04698244383271522
WP:WP314,Fas ligand pathway and stress induction of heat shock proteins,WP,5,-0.13125463771458373,-0.08455885306493183,-0.046695784649651906
GO:0071356,cellular response to tumor necrosis factor,GO:BP,5,-0.12672200916037338,-0.08003875371487187,-0.046683255445501504
GO:0048729,tissue morphogenesis,GO:BP,18,0.021320198675559416,-0.025334057593937087,0.0466542562694965
REAC:R-HSA-948021,Transport to the Golgi and subsequent modification,REAC,3,-0.03481757047221562,-0.08137172481434775,0.04655415434213213
REAC:R-HSA-199977,ER to Golgi Anterograde Transport,REAC,3,-0.03481757047221562,-0.08137172481434775,0.04655415434213213
GO:0044782,cilium organization,GO:BP,5,0.24838313202209542,0.29488486722750495,-0.04650173520540954
GO:0060271,cilium assembly,GO:BP,5,0.24838313202209542,0.29488486722750495,-0.04650173520540954
GO:1901981,phosphatidylinositol phosphate binding,GO:MF,4,0.2510805876809544,0.2975366122551679,-0.046456024574213495
GO:0061337,cardiac conduction,GO:BP,3,0.21679715895061724,0.17035698602207386,0.04644017292854338
GO:0008016,regulation of heart contraction,GO:BP,3,0.21679715895061724,0.17035698602207386,0.04644017292854338
KEGG:05203,Viral carcinogenesis,KEGG,3,0.2511004851644794,0.2975366122551679,-0.046436127090688506
GO:0048771,tissue remodeling,GO:BP,4,0.21898643232007795,0.17256227628156076,0.046424156038517184
GO:0007605,sensory perception of sound,GO:BP,4,-0.055788853090643374,-0.10216295856083397,0.0463741054701906
GO:0050954,sensory perception of mechanical stimulus,GO:BP,4,-0.055788853090643374,-0.10216295856083397,0.0463741054701906
GO:0005667,transcription regulator complex,GO:CC,3,0.20001737697827254,0.15366908827722103,0.04634828870105151
GO:0010927,cellular component assembly involved in morphogenesis,GO:BP,7,-0.1919624591136679,-0.14566837786099118,-0.04629408125267673
GO:0032989,cellular anatomical entity morphogenesis,GO:BP,7,-0.1919624591136679,-0.14566837786099118,-0.04629408125267673
GO:0030203,glycosaminoglycan metabolic process,GO:BP,6,0.07065354964604106,0.02436344146237051,0.046290108183670554
GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",GO:MF,3,0.2512480792981885,0.2975366122551679,-0.046288532956979433
GO:1902936,phosphatidylinositol bisphosphate binding,GO:MF,3,0.2512480792981885,0.2975366122551679,-0.046288532956979433
GO:0007254,JNK cascade,GO:BP,3,-0.2371777754867813,-0.1911317600236852,-0.046046015463096085
GO:0046330,positive regulation of JNK cascade,GO:BP,3,-0.2371777754867813,-0.1911317600236852,-0.046046015463096085
GO:0046328,regulation of JNK cascade,GO:BP,3,-0.2371777754867813,-0.1911317600236852,-0.046046015463096085
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:BP,5,-0.2043918711585413,-0.15856901389146635,-0.04582285726707494
GO:0031965,nuclear membrane,GO:CC,7,0.10507582272791516,0.059329370446035444,0.045746452281879714
GO:0034341,response to type II interferon,GO:BP,6,0.25613837692601,0.3018654452448422,-0.04572706831883222
WP:WP4136,Fibrin complement receptor 3 signaling,WP,4,-0.3012010254654155,-0.2556048685899811,-0.04559615687543439
GO:0001701,in utero embryonic development,GO:BP,4,0.007729138708611518,-0.0378373086667967,0.04556644737540822
GO:0048545,response to steroid hormone,GO:BP,10,0.1952785671275534,0.2407982684629133,-0.0455197013353599
GO:0072523,purine-containing compound catabolic process,GO:BP,3,-0.05145442792501616,-0.09685359538798857,0.045399167462972415
GO:0009154,purine ribonucleotide catabolic process,GO:BP,3,-0.05145442792501616,-0.09685359538798857,0.045399167462972415
